sales_order_line_id,sales_order_id,line_no,product_id,order_qty,unit_price,line_amount
53,53,1,34,3,263649.35,790948.05
54,54,1,30,5,221563.01,1107815.06
55,55,1,31,5,301742.98,1508714.89
56,56,1,10,1,423210.45,423210.45
57,57,1,26,3,179495.92,538487.77
58,58,1,33,1,321557.74,321557.74
59,59,1,31,1,327573.35,327573.35
60,60,1,25,1,234460.23,234460.23
61,61,1,27,1,237692.07,237692.07
62,62,1,1,2,363567.16,727134.31
63,63,1,33,4,311303.98,1245215.9
64,64,1,1,2,387193.3,774386.6
65,65,1,3,1,172776.43,172776.43
66,66,1,32,2,242302.03,484604.06
67,67,1,11,1,199732.09,199732.09
68,68,1,30,1,220519.3,220519.3
69,69,1,3,2,165715.74,331431.49
70,70,1,40,2,238139.48,476278.96
71,71,1,27,1,212114.06,212114.06
72,72,1,25,4,234287.21,937148.83
73,73,1,35,5,217811.17,1089055.83
74,74,1,18,4,297481.1,1189924.39
75,75,1,19,5,148787.08,743935.39
76,76,1,26,1,201047.26,201047.26
77,77,1,15,1,249022.55,249022.55
78,78,1,7,1,242031.73,242031.73
79,79,1,33,1,286523.48,286523.48
80,80,1,35,2,219016.76,438033.51
81,81,1,32,1,252210.82,252210.82
82,82,1,8,2,174623.48,349246.95
83,83,1,26,1,179349.85,179349.85
84,84,1,39,5,249384.7,1246923.5
85,85,1,27,1,203372.08,203372.08
86,86,1,25,2,210873.98,421747.96
87,87,1,6,2,174466.23,348932.46
88,88,1,22,4,180260.76,721043.03
89,89,1,33,4,319014.75,1276059.0
90,90,1,39,1,257777.15,257777.15
91,91,1,21,4,181184.43,724737.72
92,92,1,38,1,245399.98,245399.98
93,93,1,20,3,265664.48,796993.43
94,94,1,13,2,188672.24,377344.47
95,95,1,26,3,206382.17,619146.51
96,96,1,36,3,148547.97,445643.92
97,97,1,9,2,282902.79,565805.59
98,98,1,15,5,214588.54,1072942.71
99,99,1,9,1,302711.57,302711.57
100,100,1,33,1,301631.66,301631.66
101,101,1,22,1,186274.97,186274.97
102,102,1,21,3,160907.91,482723.73
103,103,1,19,2,166280.98,332561.96
104,104,1,2,2,178106.8,356213.61
105,105,1,12,1,160874.99,160874.99
106,106,1,8,2,171450.13,342900.26
107,107,1,7,1,228274.2,228274.2
108,108,1,30,3,258735.08,776205.25
109,109,1,33,2,320117.07,640234.14
110,110,1,8,1,187630.8,187630.8
111,111,1,19,1,159688.01,159688.01
112,112,1,35,1,232519.89,232519.89
113,113,1,28,4,178022.2,712088.82
114,114,1,35,2,199102.25,398204.5
115,115,1,20,2,249908.73,499817.47
116,116,1,14,1,263483.68,263483.68
117,117,1,23,3,169485.53,508456.6
118,118,1,38,4,239591.63,958366.53
119,119,1,37,2,243736.44,487472.88
120,120,1,35,1,232243.96,232243.96
121,121,1,32,2,275572.15,551144.3
122,122,1,20,1,233829.87,233829.87
123,123,1,12,4,161839.98,647359.91
124,124,1,23,5,179654.23,898271.16
125,125,1,22,5,197706.71,988533.55
126,126,1,28,2,201649.68,403299.35
127,127,1,33,5,286202.76,1431013.82
128,128,1,19,2,163577.98,327155.96
129,129,1,13,2,186552.34,373104.69
130,130,1,27,2,210827.36,421654.72
131,131,1,24,1,135519.67,135519.67
132,132,1,26,4,197505.35,790021.4
133,133,1,32,2,268481.17,536962.34
134,134,1,37,4,238679.39,954717.58
135,135,1,35,2,198620.91,397241.82
136,136,1,4,1,214943.12,214943.12
137,137,1,35,1,198993.7,198993.7
138,138,1,28,1,168572.71,168572.71
139,139,1,27,1,210714.12,210714.12
140,140,1,19,2,165713.93,331427.86
141,141,1,9,2,266742.93,533485.85
142,142,1,37,4,220540.33,882161.32
143,143,1,1,1,375502.73,375502.73
144,144,1,26,1,201493.56,201493.56
145,145,1,18,3,279741.0,839223.0
146,146,1,9,4,300678.33,1202713.3
147,147,1,30,2,258117.05,516234.1
148,148,1,32,1,238965.38,238965.38
149,149,1,9,4,290676.24,1162704.96
150,150,1,1,1,388984.09,388984.09
151,151,1,25,4,224140.78,896563.11
152,152,1,21,2,167089.37,334178.75
153,153,1,27,2,213684.64,427369.29
154,154,1,4,4,202859.69,811438.74
155,155,1,2,4,158856.36,635425.43
156,156,1,19,1,157491.52,157491.52
157,157,1,23,2,166116.56,332233.12
158,158,1,10,3,395726.34,1187179.03
159,159,1,33,1,291844.12,291844.12
160,160,1,23,3,189773.87,569321.61
161,161,1,20,1,236104.91,236104.91
162,162,1,21,5,169011.6,845057.98
163,163,1,28,1,199162.88,199162.88
164,164,1,35,3,208040.09,624120.27
165,165,1,39,4,235288.82,941155.29
166,166,1,4,2,181270.12,362540.23
167,167,1,21,1,186626.39,186626.39
168,168,1,40,4,257488.28,1029953.13
169,169,1,27,5,246499.5,1232497.5
170,170,1,39,3,257535.72,772607.17
171,171,1,8,5,180649.62,903248.12
172,172,1,19,1,172361.04,172361.04
173,173,1,18,1,257932.0,257932.0
174,174,1,6,4,166248.37,664993.47
175,175,1,36,1,143997.72,143997.72
176,176,1,36,1,167781.98,167781.98
177,177,1,28,3,189984.24,569952.72
178,178,1,33,1,331706.28,331706.28
179,179,1,33,2,284773.17,569546.34
180,180,1,30,3,232689.83,698069.48
181,181,1,8,1,186633.04,186633.04
182,182,1,11,1,172954.75,172954.75
183,183,1,4,1,194025.64,194025.64
184,184,1,33,1,306262.75,306262.75
185,185,1,18,2,269869.92,539739.83
186,186,1,31,3,311409.86,934229.57
187,187,1,32,4,264594.42,1058377.67
188,188,1,27,4,235033.29,940133.18
189,189,1,22,2,181551.17,363102.33
190,190,1,26,5,186903.04,934515.19
191,191,1,16,2,222195.22,444390.44
192,192,1,21,4,174498.85,697995.39
193,193,1,36,4,161765.36,647061.42
194,194,1,35,5,214960.19,1074800.93
195,195,1,30,1,230770.16,230770.16
196,196,1,30,2,249855.1,499710.19
197,197,1,32,3,291163.28,873489.84
198,198,1,2,4,183765.8,735063.18
199,199,1,25,5,217730.42,1088652.1
200,200,1,22,5,199279.27,996396.34
201,201,1,10,2,362085.13,724170.27
202,202,1,36,3,170938.75,512816.26
203,203,1,19,1,148098.87,148098.87
204,204,1,5,3,243235.45,729706.36
205,205,1,4,3,184511.63,553534.88
206,206,1,16,5,200470.47,1002352.34
207,207,1,36,2,149907.27,299814.53
208,208,1,12,1,161190.1,161190.1
209,209,1,12,4,163284.91,653139.65
210,210,1,36,5,139281.07,696405.37
211,211,1,22,1,212551.66,212551.66
212,212,1,39,2,267321.55,534643.09
213,213,1,35,3,207639.82,622919.45
214,214,1,4,5,200220.48,1001102.4
215,215,1,33,4,338568.67,1354274.67
216,216,1,33,3,300275.7,900827.11
217,217,1,39,3,225396.14,676188.41
218,218,1,31,5,310331.19,1551655.95
219,219,1,27,3,215418.43,646255.28
220,220,1,24,1,116619.75,116619.75
221,221,1,21,5,179208.26,896041.29
222,222,1,5,4,237656.24,950624.95
223,223,1,30,2,258882.64,517765.28
224,224,1,38,1,265077.22,265077.22
225,225,1,17,2,297975.48,595950.95
226,226,1,40,1,290520.24,290520.24
227,227,1,3,5,159855.94,799279.72
228,228,1,40,1,282328.18,282328.18
229,229,1,8,1,175951.72,175951.72
230,230,1,3,2,168435.78,336871.57
231,231,1,9,1,303382.19,303382.19
232,232,1,37,1,233632.73,233632.73
233,233,1,32,2,275557.79,551115.58
234,234,1,35,1,207733.88,207733.88
235,235,1,36,4,159609.14,638436.54
236,236,1,40,4,280851.56,1123406.22
237,237,1,24,4,134939.58,539758.3
238,238,1,5,2,233517.01,467034.02
239,239,1,39,1,244704.3,244704.3
240,240,1,35,1,208070.01,208070.01
241,241,1,14,2,232925.29,465850.59
242,242,1,14,2,250613.38,501226.76
243,243,1,2,1,186174.35,186174.35
244,244,1,33,5,287655.28,1438276.41
245,245,1,10,2,367449.57,734899.14
246,246,1,18,2,305585.9,611171.79
247,247,1,25,4,240499.64,961998.56
248,248,1,24,1,118129.37,118129.37
249,249,1,17,1,265999.05,265999.05
250,250,1,7,5,258983.99,1294919.94
251,251,1,13,2,205706.64,411413.28
252,252,1,29,4,231745.74,926982.94
253,253,1,4,1,179980.94,179980.94
254,254,1,20,3,257080.61,771241.84
255,255,1,32,1,276804.66,276804.66
256,256,1,32,2,249222.21,498444.43
257,257,1,39,4,251335.17,1005340.67
258,258,1,22,1,209241.48,209241.48
259,259,1,1,2,396547.36,793094.73
260,260,1,23,5,191401.87,957009.35
261,261,1,36,2,170797.05,341594.1
262,262,1,31,5,304983.28,1524916.39
263,263,1,4,4,199128.81,796515.24
264,264,1,32,2,251786.24,503572.48
265,265,1,18,2,287722.85,575445.69
266,266,1,22,2,197834.45,395668.9
267,267,1,37,1,216018.7,216018.7
268,268,1,27,1,222626.62,222626.62
269,269,1,34,1,255180.49,255180.49
270,270,1,22,1,188963.8,188963.8
271,271,1,9,3,310087.74,930263.22
272,272,1,17,2,283196.21,566392.42
273,273,1,1,1,398766.91,398766.91
274,274,1,8,2,172827.33,345654.65
275,275,1,36,2,152898.76,305797.52
276,276,1,40,3,256833.23,770499.68
277,277,1,14,2,254457.42,508914.85
278,278,1,26,5,205641.69,1028208.45
279,279,1,15,4,237500.17,950000.69
280,280,1,6,3,168742.61,506227.82
281,281,1,7,4,234515.57,938062.27
282,282,1,11,1,165519.31,165519.31
283,283,1,31,5,304372.09,1521860.43
284,284,1,21,3,174963.54,524890.63
285,285,1,17,5,286981.69,1434908.47
286,286,1,21,1,159069.88,159069.88
287,287,1,18,4,314605.73,1258422.91
288,288,1,23,3,165982.87,497948.61
289,289,1,37,2,211070.75,422141.51
290,290,1,28,4,192896.44,771585.78
291,291,1,26,1,176716.59,176716.59
292,292,1,4,1,182485.91,182485.91
293,293,1,9,2,282727.46,565454.93
294,294,1,29,1,253872.03,253872.03
295,295,1,26,2,191205.18,382410.36
296,296,1,38,1,276747.02,276747.02
297,297,1,30,5,217376.29,1086881.47
298,298,1,24,1,134753.88,134753.88
299,299,1,33,1,343475.53,343475.53
300,300,1,17,2,313221.04,626442.08
301,301,1,3,4,176581.87,706327.47
302,302,1,36,4,147312.86,589251.43
303,303,1,36,3,152135.36,456406.07
304,304,1,12,1,160457.88,160457.88
305,305,1,23,2,193652.19,387304.37
306,306,1,10,4,364892.63,1459570.53
307,307,1,40,4,245182.67,980730.69
308,308,1,22,1,211590.32,211590.32
309,309,1,24,3,133352.18,400056.55
310,310,1,6,2,156245.71,312491.41
311,311,1,40,2,257289.67,514579.34
312,312,1,7,1,248252.6,248252.6
313,313,1,28,1,164436.61,164436.61
314,314,1,9,1,263043.72,263043.72
315,315,1,19,5,182093.17,910465.86
316,316,1,8,1,201827.66,201827.66
317,317,1,21,5,178966.32,894831.6
318,318,1,12,4,152364.82,609459.28
319,319,1,16,3,207291.83,621875.49
320,320,1,17,2,262834.0,525668.01
321,321,1,8,1,185823.39,185823.39
322,322,1,8,2,197505.47,395010.95
323,323,1,27,2,216051.55,432103.09
324,324,1,4,1,201868.1,201868.1
325,325,1,11,4,183876.27,735505.08
326,326,1,9,5,255896.25,1279481.24
327,327,1,20,1,243160.62,243160.62
328,328,1,11,1,164145.31,164145.31
329,329,1,4,1,211164.19,211164.19
330,330,1,5,1,242327.44,242327.44
331,331,1,21,5,166919.26,834596.31
332,332,1,36,2,139809.34,279618.68
333,333,1,6,4,164129.24,656516.97
334,334,1,15,2,214626.73,429253.45
335,335,1,13,2,213850.02,427700.04
336,336,1,30,4,233890.77,935563.07
337,337,1,16,2,201440.78,402881.56
338,338,1,38,2,255768.86,511537.73
339,339,1,22,1,196623.5,196623.5
340,340,1,33,3,345942.23,1037826.69
341,341,1,32,5,257651.47,1288257.36
342,342,1,21,1,195522.7,195522.7
343,343,1,30,4,244564.48,978257.91
344,344,1,10,4,361609.48,1446437.92
345,345,1,9,2,302965.92,605931.84
346,346,1,17,1,263296.99,263296.99
347,347,1,15,1,241810.03,241810.03
348,348,1,37,2,241665.12,483330.24
349,349,1,26,2,206662.22,413324.43
350,350,1,31,2,292187.27,584374.54
351,351,1,29,2,254131.19,508262.38
352,352,1,18,5,286464.38,1432321.91
353,353,1,28,1,181368.63,181368.63
354,354,1,4,1,187602.3,187602.3
355,355,1,20,2,236230.59,472461.17
356,356,1,29,5,211242.26,1056211.31
357,357,1,14,1,285345.1,285345.1
358,358,1,27,1,215807.81,215807.81
359,359,1,12,2,163728.24,327456.49
360,360,1,22,3,200429.05,601287.15
361,361,1,32,1,247107.83,247107.83
362,362,1,35,1,212388.42,212388.42
363,363,1,16,1,207351.12,207351.12
364,364,1,28,1,176675.01,176675.01
365,365,1,1,1,362045.44,362045.44
366,366,1,19,1,162730.21,162730.21
367,367,1,33,4,302670.96,1210683.85
368,368,1,23,1,178265.05,178265.05
369,369,1,6,1,187551.56,187551.56
370,370,1,31,5,319823.64,1599118.19
371,371,1,27,4,233294.41,933177.63
372,372,1,22,1,184025.99,184025.99
373,373,1,38,2,274997.37,549994.74
374,374,1,28,2,180409.82,360819.64
375,375,1,35,2,231048.78,462097.56
376,376,1,1,3,386781.2,1160343.59
377,377,1,25,2,220017.37,440034.73
378,378,1,13,1,184152.96,184152.96
379,379,1,4,3,184637.44,553912.33
380,380,1,11,2,195626.37,391252.74
381,381,1,38,1,248764.39,248764.39
382,382,1,38,1,239643.1,239643.1
383,383,1,29,2,247457.94,494915.89
384,384,1,2,4,184858.13,739432.53
385,385,1,40,4,253218.68,1012874.73
386,386,1,40,1,291220.16,291220.16
387,387,1,13,1,193227.22,193227.22
388,388,1,15,2,220411.25,440822.49
389,389,1,36,3,165419.97,496259.9
390,390,1,9,1,291268.69,291268.69
391,391,1,20,2,227165.09,454330.18
392,392,1,21,2,161401.48,322802.96
393,393,1,9,1,300135.87,300135.87
394,394,1,13,2,214411.21,428822.41
395,395,1,14,1,267624.54,267624.54
396,396,1,24,5,118217.34,591086.7
397,397,1,6,5,157424.92,787124.59
398,398,1,22,5,178821.54,894107.71
399,399,1,29,2,215291.83,430583.66
400,400,1,11,2,181865.92,363731.84
401,401,1,29,4,230835.77,923343.09
402,402,1,28,4,179917.64,719670.55
403,403,1,29,1,213426.21,213426.21
404,404,1,9,2,275511.84,551023.69
405,405,1,37,3,207050.71,621152.14
406,406,1,39,4,235418.64,941674.56
407,407,1,13,1,207699.75,207699.75
408,408,1,17,3,301860.68,905582.05
409,409,1,36,1,168507.65,168507.65
410,410,1,2,1,185263.73,185263.73
411,411,1,24,1,133046.84,133046.84
412,412,1,6,3,172503.25,517509.75
413,413,1,16,2,189876.75,379753.5
414,414,1,5,4,281704.85,1126819.41
415,415,1,28,4,192209.04,768836.17
416,416,1,11,4,168371.98,673487.92
417,417,1,28,1,183010.46,183010.46
418,418,1,25,1,245234.5,245234.5
419,419,1,13,4,198752.16,795008.64
420,420,1,28,3,174465.89,523397.66
421,421,1,21,5,183571.28,917856.39
422,422,1,33,1,306470.42,306470.42
423,423,1,13,1,202226.89,202226.89
424,424,1,30,4,233358.58,933434.32
425,425,1,36,2,159173.88,318347.75
426,426,1,15,2,212543.83,425087.67
427,427,1,23,2,176225.07,352450.15
428,428,1,8,3,170389.77,511169.3
429,429,1,15,1,247372.64,247372.64
430,430,1,12,3,142854.11,428562.33
431,431,1,14,3,285560.83,856682.49
432,432,1,32,1,237534.02,237534.02
433,433,1,3,4,164350.86,657403.46
434,434,1,12,2,164761.49,329522.98
435,435,1,15,4,217137.47,868549.89
436,436,1,27,4,247322.58,989290.33
437,437,1,1,1,348433.86,348433.86
438,438,1,11,2,197868.4,395736.79
439,439,1,19,2,166992.51,333985.01
440,440,1,36,1,168674.46,168674.46
441,441,1,27,5,219874.25,1099371.27
442,442,1,3,4,171846.09,687384.37
443,443,1,33,4,329052.08,1316208.32
444,444,1,37,5,228838.59,1144192.93
445,445,1,35,3,194740.03,584220.1
446,446,1,17,1,305301.36,305301.36
447,447,1,10,1,385042.9,385042.9
448,448,1,3,1,180829.3,180829.3
449,449,1,1,3,395489.45,1186468.36
450,450,1,23,2,195420.25,390840.5
451,451,1,21,2,164171.5,328343.0
452,452,1,4,5,215674.66,1078373.29
453,453,1,16,3,218629.31,655887.93
454,454,1,23,2,199779.53,399559.05
455,455,1,7,2,260449.99,520899.99
456,456,1,15,2,245635.69,491271.37
457,457,1,5,1,241827.88,241827.88
458,458,1,10,1,362049.87,362049.87
459,459,1,11,2,174723.73,349447.46
460,460,1,3,1,164428.04,164428.04
461,461,1,39,1,225145.09,225145.09
462,462,1,31,1,290544.59,290544.59
463,463,1,32,3,279793.92,839381.75
464,464,1,19,5,172864.16,864320.8
465,465,1,30,2,224713.9,449427.79
466,466,1,15,4,228147.98,912591.93
467,467,1,1,2,413597.27,827194.53
468,468,1,17,1,296633.48,296633.48
469,469,1,36,1,150409.13,150409.13
470,470,1,27,1,219305.08,219305.08
471,471,1,21,1,185752.55,185752.55
472,472,1,37,5,237297.11,1186485.56
473,473,1,8,3,185835.53,557506.59
474,474,1,34,1,278446.74,278446.74
475,475,1,28,2,194145.88,388291.76
476,476,1,1,4,361823.19,1447292.76
477,477,1,23,1,197183.86,197183.86
478,478,1,7,4,236798.08,947192.31
479,479,1,16,1,208608.97,208608.97
480,480,1,25,5,245591.29,1227956.43
481,481,1,28,1,172708.63,172708.63
482,482,1,36,3,147347.52,442042.55
483,483,1,37,2,236625.28,473250.55
484,484,1,9,3,268064.98,804194.94
485,485,1,18,3,309169.79,927509.36
486,486,1,35,5,237398.29,1186991.44
487,487,1,7,3,244276.96,732830.88
488,488,1,22,1,197574.26,197574.26
489,489,1,10,3,360552.49,1081657.47
490,490,1,25,1,201554.25,201554.25
491,491,1,25,5,226826.24,1134131.19
492,492,1,15,2,256333.32,512666.63
493,493,1,22,5,192067.64,960338.18
494,494,1,18,1,277230.53,277230.53
495,495,1,40,2,268357.01,536714.02
496,496,1,30,1,266436.46,266436.46
497,497,1,2,2,157336.84,314673.67
498,498,1,18,3,281058.42,843175.25
499,499,1,23,5,178623.69,893118.46
500,500,1,39,3,248579.74,745739.23
501,501,1,36,3,145604.05,436812.16
502,502,1,36,1,138837.99,138837.99
503,503,1,32,4,237032.3,948129.2
504,504,1,15,1,238371.48,238371.48
505,505,1,34,1,284101.77,284101.77
506,506,1,34,1,288375.04,288375.04
507,507,1,2,1,158255.96,158255.96
508,508,1,21,2,167282.6,334565.2
509,509,1,17,3,312738.44,938215.33
510,510,1,31,3,322354.4,967063.19
511,511,1,35,2,200584.75,401169.5
512,512,1,7,4,230757.58,923030.34
513,513,1,10,1,393592.13,393592.13
514,514,1,24,4,124048.14,496192.54
515,515,1,25,1,241319.04,241319.04
516,516,1,7,2,219832.55,439665.1
517,517,1,30,2,221957.41,443914.82
518,518,1,17,5,300446.15,1502230.76
519,519,1,8,1,180063.75,180063.75
520,520,1,6,3,164845.12,494535.36
521,521,1,5,2,274917.89,549835.78
522,522,1,21,2,176294.48,352588.96
523,523,1,25,1,208209.25,208209.25
524,524,1,5,3,269527.83,808583.49
525,525,1,12,1,164363.76,164363.76
526,526,1,5,2,232464.57,464929.13
527,527,1,8,5,202320.23,1011601.17
528,528,1,6,1,175735.96,175735.96
529,529,1,10,1,393501.55,393501.55
530,530,1,16,1,213408.32,213408.32
531,531,1,40,3,288148.98,864446.94
532,532,1,37,1,249510.7,249510.7
533,533,1,20,2,272224.09,544448.18
534,534,1,2,2,190767.55,381535.1
535,535,1,1,4,407574.07,1630296.26
536,536,1,31,3,342094.53,1026283.58
537,537,1,38,2,251896.83,503793.66
538,538,1,17,1,279295.26,279295.26
539,539,1,12,2,157664.15,315328.3
540,540,1,17,2,256970.0,513939.99
541,541,1,39,1,252759.44,252759.44
542,542,1,25,2,237372.14,474744.29
543,543,1,1,3,413805.06,1241415.19
544,544,1,36,1,139993.56,139993.56
545,545,1,29,1,227924.64,227924.64
546,546,1,22,1,212772.09,212772.09
547,547,1,5,3,252093.73,756281.19
548,548,1,5,2,272983.28,545966.56
549,549,1,14,1,242414.88,242414.88
550,550,1,3,3,175878.23,527634.69
551,551,1,13,3,202016.45,606049.36
552,552,1,25,1,208158.04,208158.04
553,553,1,33,1,329657.28,329657.28
554,554,1,26,1,198064.16,198064.16
555,555,1,32,2,267164.8,534329.61
556,556,1,38,1,261653.41,261653.41
557,557,1,39,5,247475.37,1237376.84
558,558,1,11,2,185196.28,370392.56
559,559,1,37,1,228366.71,228366.71
560,560,1,2,2,183563.53,367127.07
561,561,1,7,1,226675.44,226675.44
562,562,1,17,1,301541.02,301541.02
563,563,1,40,2,253947.35,507894.69
564,564,1,2,5,179314.77,896573.83
565,565,1,24,1,131368.75,131368.75
566,566,1,17,1,293445.56,293445.56
567,567,1,4,1,193241.19,193241.19
568,568,1,3,3,162887.91,488663.72
569,569,1,23,1,191680.6,191680.6
570,570,1,8,1,208530.13,208530.13
571,571,1,35,1,227503.44,227503.44
572,572,1,40,2,270542.32,541084.64
573,573,1,34,2,264449.58,528899.16
574,574,1,24,5,124707.99,623539.97
575,575,1,3,4,164041.86,656167.44
576,576,1,6,1,162192.22,162192.22
577,577,1,35,4,203729.07,814916.28
578,578,1,27,3,237912.55,713737.64
579,579,1,4,3,204363.2,613089.6
580,580,1,16,3,185450.15,556350.45
581,581,1,3,1,162365.63,162365.63
582,582,1,4,5,215212.74,1076063.72
583,583,1,18,4,296504.66,1186018.62
584,584,1,34,1,268361.88,268361.88
585,585,1,24,2,122183.77,244367.55
586,586,1,1,1,348702.52,348702.52
587,587,1,16,1,186160.98,186160.98
588,588,1,5,1,249852.79,249852.79
589,589,1,11,1,191252.95,191252.95
590,590,1,16,2,198105.86,396211.72
591,591,1,15,1,216974.48,216974.48
592,592,1,22,1,197284.85,197284.85
593,593,1,35,1,223551.75,223551.75
594,594,1,28,1,190463.59,190463.59
595,595,1,31,1,312169.75,312169.75
596,596,1,36,5,165420.38,827101.88
597,597,1,3,2,154699.55,309399.1
598,598,1,6,3,181140.15,543420.44
599,599,1,32,1,273427.62,273427.62
600,600,1,13,1,225279.97,225279.97
601,601,1,23,4,178337.73,713350.94
602,602,1,39,3,257346.33,772038.98
603,603,1,32,5,240936.8,1204684.01
604,604,1,26,2,188785.9,377571.8
605,605,1,5,4,248802.19,995208.75
606,606,1,39,4,257512.13,1030048.54
607,607,1,40,3,284252.7,852758.09
608,608,1,1,4,405370.92,1621483.68
609,609,1,31,2,297150.12,594300.23
610,610,1,13,3,223789.5,671368.49
611,611,1,30,1,223460.57,223460.57
612,612,1,12,1,165335.08,165335.08
613,613,1,33,1,330592.64,330592.64
614,614,1,33,2,342785.67,685571.33
615,615,1,35,1,234926.88,234926.88
616,616,1,30,2,234365.78,468731.56
617,617,1,30,1,261132.74,261132.74
618,618,1,4,2,177162.21,354324.42
619,619,1,20,4,243531.84,974127.34
620,620,1,27,4,204589.8,818359.19
621,621,1,6,3,160824.78,482474.34
622,622,1,40,4,244443.38,977773.53
623,623,1,20,4,239722.63,958890.52
624,624,1,31,2,307149.51,614299.03
625,625,1,15,5,238937.97,1194689.87
626,626,1,28,1,195645.14,195645.14
627,627,1,11,1,179082.41,179082.41
628,628,1,11,4,166150.8,664603.21
629,629,1,40,5,246834.41,1234172.06
630,630,1,8,1,202074.43,202074.43
631,631,1,6,1,175624.96,175624.96
632,632,1,15,2,249188.56,498377.13
633,633,1,11,1,197711.97,197711.97
634,634,1,32,2,248807.28,497614.55
635,635,1,34,4,243459.82,973839.27
636,636,1,16,1,210232.14,210232.14
637,637,1,15,3,255970.15,767910.44
638,638,1,22,1,212723.27,212723.27
639,639,1,18,1,304188.09,304188.09
640,640,1,19,2,167826.77,335653.55
641,641,1,31,5,321677.14,1608385.7
642,642,1,20,4,244016.77,976067.07
643,643,1,18,1,273585.95,273585.95
644,644,1,8,1,199052.82,199052.82
645,645,1,25,4,233836.68,935346.72
646,646,1,35,2,233232.31,466464.62
647,647,1,25,3,219835.45,659506.35
648,648,1,38,1,239946.98,239946.98
649,649,1,34,2,254067.45,508134.9
650,650,1,25,3,204520.98,613562.95
651,651,1,25,2,236661.89,473323.78
652,652,1,30,4,229606.46,918425.86
653,653,1,33,4,320630.85,1282523.39
654,654,1,31,1,332767.14,332767.14
655,655,1,1,3,406016.87,1218050.61
656,656,1,6,2,157759.02,315518.05
657,657,1,30,5,249098.42,1245492.12
658,658,1,25,1,214974.61,214974.61
659,659,1,39,2,251772.25,503544.5
660,660,1,37,5,236629.62,1183148.08
661,661,1,12,4,139226.2,556904.82
662,662,1,5,1,260648.18,260648.18
663,663,1,32,1,257665.63,257665.63
664,664,1,23,1,175721.77,175721.77
665,665,1,14,2,243989.07,487978.15
666,666,1,8,2,189814.2,379628.39
667,667,1,12,2,159302.95,318605.9
668,668,1,30,3,221560.36,664681.08
669,669,1,9,2,261554.69,523109.38
670,670,1,7,4,257048.58,1028194.3
671,671,1,25,3,218032.7,654098.09
672,672,1,16,1,197388.34,197388.34
673,673,1,11,1,168163.87,168163.87
674,674,1,3,2,168796.68,337593.35
675,675,1,1,5,392403.39,1962016.95
676,676,1,22,1,202937.94,202937.94
677,677,1,4,5,181138.93,905694.67
678,678,1,13,1,214026.14,214026.14
679,679,1,23,1,166643.19,166643.19
680,680,1,22,3,187766.11,563298.32
681,681,1,25,1,234854.57,234854.57
682,682,1,28,2,173890.36,347780.71
683,683,1,27,1,237541.92,237541.92
684,684,1,25,1,218519.53,218519.53
685,685,1,23,2,186682.11,373364.22
686,686,1,18,1,311009.52,311009.52
687,687,1,11,1,170273.41,170273.41
688,688,1,16,2,218355.04,436710.08
689,689,1,13,1,218978.64,218978.64
690,690,1,8,1,196733.32,196733.32
691,691,1,18,4,312101.65,1248406.61
692,692,1,21,2,165563.61,331127.23
