shipment_id,shipment_code,sales_order_id,customer_id,plant_id,shipment_date,shipment_amount,status
140,发货-000140,140,32,1,2024-12-31,331427.86,已发货
141,发货-000141,141,67,1,2024-11-24,533485.86,已发货
142,发货-000142,142,1,2,2024-11-10,882161.32,已发货
143,发货-000143,143,6,2,2024-11-12,375502.73,已发货
144,发货-000144,144,62,2,2025-01-07,201493.56,已发货
145,发货-000145,145,9,1,2024-11-06,839223.0,已发货
146,发货-000146,146,3,1,2024-12-05,1202713.32,已发货
147,发货-000147,147,71,1,2024-10-29,516234.1,已发货
148,发货-000148,148,46,1,2024-12-11,238965.38,已发货
149,发货-000149,149,70,2,2024-12-24,1162704.96,已发货
150,发货-000150,150,16,1,2024-12-01,388984.09,已发货
151,发货-000151,151,22,2,2025-01-06,896563.12,已发货
152,发货-000152,152,22,2,2024-12-27,334178.74,已发货
153,发货-000153,153,72,1,2025-01-21,427369.28,已发货
154,发货-000154,154,66,2,2024-11-27,811438.76,已发货
155,发货-000155,155,16,1,2024-12-04,635425.44,已发货
156,发货-000156,156,5,1,2025-01-06,157491.52,已发货
157,发货-000157,157,44,2,2024-12-14,332233.12,已发货
158,发货-000158,158,26,1,2024-11-08,1187179.02,已发货
159,发货-000159,159,1,2,2025-01-11,291844.12,已发货
160,发货-000160,160,21,2,2024-12-26,569321.61,已发货
161,发货-000161,161,26,2,2025-01-21,236104.91,已发货
162,发货-000162,162,76,1,2025-01-23,845058.0,已发货
163,发货-000163,163,4,2,2024-11-12,199162.88,已发货
164,发货-000164,164,80,1,2024-11-11,624120.27,已发货
165,发货-000165,165,74,1,2024-11-26,941155.28,已发货
166,发货-000166,166,5,2,2025-01-12,362540.24,已发货
167,发货-000167,167,57,1,2025-01-02,186626.39,已发货
168,发货-000168,168,80,1,2024-12-09,1029953.12,已发货
169,发货-000169,169,46,1,2024-11-17,1232497.5,已发货
170,发货-000170,170,1,1,2024-11-12,772607.16,已发货
171,发货-000171,171,38,1,2024-12-20,903248.1,已发货
172,发货-000172,172,30,1,2024-12-30,172361.04,已发货
173,发货-000173,173,62,1,2025-01-11,257932.0,已发货
174,发货-000174,174,79,1,2025-01-04,664993.48,已发货
175,发货-000175,175,65,1,2025-01-22,143997.72,已发货
176,发货-000176,176,28,1,2024-12-12,167781.98,已发货
177,发货-000177,177,17,1,2025-01-23,569952.72,已发货
178,发货-000178,178,58,2,2025-01-26,331706.28,已发货
179,发货-000179,179,55,1,2024-12-01,569546.34,已发货
180,发货-000180,180,35,1,2025-01-25,698069.49,已发货
181,发货-000181,181,24,1,2025-01-16,186633.04,已发货
182,发货-000182,182,15,2,2024-12-04,172954.75,已发货
183,发货-000183,183,17,1,2024-12-16,194025.64,已发货
184,发货-000184,184,73,2,2024-11-23,306262.75,已发货
185,发货-000185,185,23,1,2025-01-14,539739.84,已发货
186,发货-000186,186,15,1,2025-01-05,934229.58,已发货
187,发货-000187,187,56,1,2024-12-29,1058377.68,已发货
188,发货-000188,188,79,2,2024-12-05,940133.16,已发货
189,发货-000189,189,59,1,2024-12-27,363102.34,已发货
190,发货-000190,190,24,2,2024-12-03,934515.2,已发货
191,发货-000191,191,58,1,2025-01-11,444390.44,已发货
192,发货-000192,192,4,1,2024-11-17,697995.4,已发货
193,发货-000193,193,6,1,2025-01-11,647061.44,已发货
194,发货-000194,194,28,1,2025-01-14,1074800.95,已发货
195,发货-000195,195,47,2,2025-01-22,230770.16,已发货
196,发货-000196,196,80,1,2025-01-29,499710.2,已发货
197,发货-000197,197,5,1,2024-12-05,873489.84,已发货
198,发货-000198,198,33,2,2025-01-08,735063.2,已发货
199,发货-000199,199,49,2,2024-12-15,1088652.1,已发货
200,发货-000200,200,78,2,2025-01-08,996396.35,已发货
201,发货-000201,201,1,2,2025-01-31,724170.26,已发货
202,发货-000202,202,66,1,2025-01-11,512816.25,已发货
203,发货-000203,203,61,1,2024-11-26,148098.87,已发货
204,发货-000204,204,9,1,2024-12-29,729706.35,已发货
205,发货-000205,205,46,1,2024-12-30,553534.89,已发货
206,发货-000206,206,40,2,2025-01-13,1002352.35,已发货
207,发货-000207,207,23,2,2025-01-21,299814.54,已发货
208,发货-000208,208,54,1,2025-02-12,161190.1,已发货
209,发货-000209,209,53,1,2024-11-19,653139.64,已发货
210,发货-000210,210,33,1,2024-12-25,696405.35,已发货
211,发货-000211,211,59,1,2025-01-14,212551.66,已发货
212,发货-000212,212,46,2,2024-11-27,534643.1,已发货
213,发货-000213,213,29,2,2024-12-01,622919.46,已发货
214,发货-000214,214,54,2,2024-12-14,1001102.4,已发货
215,发货-000215,215,64,1,2024-12-05,1354274.68,已发货
216,发货-000216,216,50,2,2025-01-24,900827.1,已发货
217,发货-000217,217,4,2,2025-01-30,676188.42,已发货
218,发货-000218,218,20,1,2024-12-14,1551655.95,已发货
219,发货-000219,219,25,2,2025-02-05,646255.29,已发货
220,发货-000220,220,24,1,2024-12-29,116619.75,已发货
221,发货-000221,221,58,2,2024-12-18,896041.3,已发货
222,发货-000222,222,25,2,2024-12-09,950624.96,已发货
223,发货-000223,223,46,2,2025-01-19,517765.28,已发货
224,发货-000224,224,35,2,2025-02-10,265077.22,已发货
225,发货-000225,225,7,2,2025-02-04,595950.96,已发货
226,发货-000226,226,15,1,2024-12-11,290520.24,已发货
227,发货-000227,227,36,1,2024-12-07,799279.7,已发货
228,发货-000228,228,54,1,2025-01-19,282328.18,已发货
229,发货-000229,229,35,2,2025-02-09,175951.72,已发货
230,发货-000230,230,37,1,2025-01-23,336871.56,已发货
231,发货-000231,231,23,1,2025-01-27,303382.19,已发货
232,发货-000232,232,43,2,2025-01-17,233632.73,已发货
233,发货-000233,233,58,1,2024-12-19,551115.58,已发货
234,发货-000234,234,48,1,2024-12-30,207733.88,已发货
235,发货-000235,235,52,2,2025-01-01,638436.56,已发货
236,发货-000236,236,59,2,2024-12-15,1123406.24,已发货
237,发货-000237,237,11,1,2024-12-17,539758.32,已发货
238,发货-000238,238,75,1,2025-01-16,467034.02,已发货
239,发货-000239,239,52,1,2025-01-11,244704.3,已发货
240,发货-000240,240,72,2,2025-01-04,208070.01,已发货
241,发货-000241,241,31,1,2025-02-19,465850.58,已发货
242,发货-000242,242,15,1,2025-02-06,501226.76,已发货
243,发货-000243,243,20,2,2024-12-29,186174.35,已发货
244,发货-000244,244,80,2,2025-01-18,1438276.4,已发货
245,发货-000245,245,21,1,2024-12-20,734899.14,已发货
246,发货-000246,246,32,2,2025-02-14,611171.8,已发货
247,发货-000247,247,38,1,2025-02-04,961998.56,已发货
248,发货-000248,248,45,1,2024-12-06,118129.37,已发货
249,发货-000249,249,75,2,2025-01-04,265999.05,已发货
250,发货-000250,250,44,1,2024-12-05,1294919.95,已发货
251,发货-000251,251,38,2,2025-02-06,411413.28,已发货
252,发货-000252,252,76,2,2025-02-19,926982.96,已发货
253,发货-000253,253,47,1,2025-01-25,179980.94,已发货
254,发货-000254,254,9,1,2024-12-13,771241.83,已发货
255,发货-000255,255,80,2,2025-01-18,276804.66,已发货
256,发货-000256,256,59,1,2025-01-25,498444.42,已发货
257,发货-000257,257,13,2,2024-12-21,1005340.68,已发货
258,发货-000258,258,69,2,2025-02-06,209241.48,已发货
259,发货-000259,259,41,1,2025-01-07,793094.72,已发货
260,发货-000260,260,20,1,2024-12-25,957009.35,已发货
261,发货-000261,261,43,1,2025-01-02,341594.1,已发货
262,发货-000262,262,37,1,2025-02-22,1524916.4,已发货
263,发货-000263,263,43,1,2025-01-30,796515.24,已发货
264,发货-000264,264,13,2,2024-12-14,503572.48,已发货
265,发货-000265,265,57,1,2025-03-04,575445.7,已发货
266,发货-000266,266,55,1,2024-12-10,395668.9,已发货
267,发货-000267,267,30,1,2024-12-28,216018.7,已发货
268,发货-000268,268,58,1,2025-01-28,222626.62,已发货
269,发货-000269,269,11,2,2025-02-10,255180.49,已发货
270,发货-000270,270,51,1,2025-01-23,188963.8,已发货
271,发货-000271,271,61,1,2025-01-09,930263.22,已发货
272,发货-000272,272,31,2,2025-01-11,566392.42,已发货
273,发货-000273,273,64,1,2025-02-11,398766.91,已发货
274,发货-000274,274,23,1,2025-02-27,345654.66,已发货
275,发货-000275,275,21,1,2025-02-08,305797.52,已发货
276,发货-000276,276,57,2,2025-02-11,770499.69,已发货
277,发货-000277,277,9,1,2025-02-05,508914.84,已发货
278,发货-000278,278,36,1,2025-02-18,1028208.45,已发货
279,发货-000279,279,34,2,2024-12-28,950000.68,已发货
280,发货-000280,280,74,2,2025-01-17,506227.83,已发货
281,发货-000281,281,69,2,2024-12-27,938062.28,已发货
282,发货-000282,282,47,1,2025-01-09,165519.31,已发货
283,发货-000283,283,67,1,2025-02-17,1521860.45,已发货
284,发货-000284,284,6,1,2025-01-20,524890.62,已发货
285,发货-000285,285,64,2,2025-02-10,1434908.45,已发货
286,发货-000286,286,78,1,2025-01-15,159069.88,已发货
287,发货-000287,287,45,2,2024-12-27,1258422.92,已发货
288,发货-000288,288,23,1,2024-12-27,497948.61,已发货
289,发货-000289,289,25,1,2025-01-12,422141.5,已发货
290,发货-000290,290,16,1,2025-01-16,771585.76,已发货
291,发货-000291,291,2,1,2024-12-18,176716.59,已发货
292,发货-000292,292,46,1,2025-02-25,182485.91,已发货
293,发货-000293,293,49,1,2025-03-02,565454.92,已发货
294,发货-000294,294,16,1,2024-12-30,253872.03,已发货
295,发货-000295,295,64,1,2025-01-25,382410.36,已发货
296,发货-000296,296,45,2,2025-02-27,276747.02,已发货
297,发货-000297,297,64,1,2025-01-27,1086881.45,已发货
298,发货-000298,298,57,1,2025-01-25,134753.88,已发货
299,发货-000299,299,55,2,2025-02-13,343475.53,已发货
300,发货-000300,300,2,1,2025-02-27,626442.08,已发货
301,发货-000301,301,66,2,2025-03-10,706327.48,已发货
302,发货-000302,302,7,1,2025-03-14,589251.44,已发货
303,发货-000303,303,62,2,2025-03-04,456406.08,已发货
304,发货-000304,304,23,2,2025-01-21,160457.88,已发货
305,发货-000305,305,19,1,2025-01-09,387304.38,已发货
306,发货-000306,306,18,1,2025-01-30,1459570.52,已发货
307,发货-000307,307,49,2,2025-03-22,980730.68,已发货
308,发货-000308,308,44,2,2025-02-11,211590.32,已发货
309,发货-000309,309,7,2,2025-02-09,400056.54,已发货
310,发货-000310,310,7,2,2025-01-15,312491.42,已发货
311,发货-000311,311,55,1,2025-02-01,514579.34,已发货
312,发货-000312,312,43,2,2025-02-23,248252.6,已发货
313,发货-000313,313,50,2,2024-12-29,164436.61,已发货
314,发货-000314,314,18,1,2025-02-26,263043.72,已发货
315,发货-000315,315,50,1,2025-02-07,910465.85,已发货
316,发货-000316,316,22,2,2025-01-11,201827.66,已发货
317,发货-000317,317,72,1,2025-02-28,894831.6,已发货
318,发货-000318,318,32,1,2025-02-21,609459.28,已发货
319,发货-000319,319,8,2,2025-01-20,621875.49,已发货
320,发货-000320,320,29,1,2025-02-13,525668.0,已发货
321,发货-000321,321,61,1,2025-02-07,185823.39,已发货
322,发货-000322,322,17,1,2025-02-07,395010.94,已发货
323,发货-000323,323,13,1,2025-02-05,432103.1,已发货
324,发货-000324,324,17,1,2025-03-08,201868.1,已发货
325,发货-000325,325,78,2,2025-01-22,735505.08,已发货
326,发货-000326,326,66,1,2025-01-16,1279481.25,已发货
327,发货-000327,327,79,1,2024-12-27,243160.62,已发货
328,发货-000328,328,69,1,2025-02-10,164145.31,已发货
329,发货-000329,329,50,1,2025-01-28,211164.19,已发货
330,发货-000330,330,12,1,2025-02-02,242327.44,已发货
331,发货-000331,331,62,1,2025-01-20,834596.3,已发货
332,发货-000332,332,35,1,2025-02-11,279618.68,已发货
333,发货-000333,333,64,1,2025-02-27,656516.96,已发货
334,发货-000334,334,80,2,2025-01-02,429253.46,已发货
335,发货-000335,335,22,2,2025-01-09,427700.04,已发货
336,发货-000336,336,71,1,2025-01-29,935563.08,已发货
337,发货-000337,337,54,1,2025-02-19,402881.56,已发货
338,发货-000338,338,37,2,2025-01-30,511537.72,已发货
339,发货-000339,339,77,1,2025-03-22,196623.5,已发货
340,发货-000340,340,43,1,2025-03-02,1037826.69,已发货
341,发货-000341,341,62,1,2025-02-03,1288257.35,已发货
342,发货-000342,342,6,2,2025-03-27,195522.7,已发货
343,发货-000343,343,17,1,2025-03-31,978257.92,已发货
344,发货-000344,344,67,1,2025-03-29,1446437.92,已发货
345,发货-000345,345,53,1,2025-03-19,605931.84,已发货
346,发货-000346,346,24,2,2025-03-30,263296.99,已发货
347,发货-000347,347,70,1,2025-03-10,241810.03,已发货
348,发货-000348,348,68,1,2025-03-15,483330.24,已发货
349,发货-000349,349,36,2,2025-02-02,413324.44,已发货
350,发货-000350,350,53,1,2025-02-13,584374.54,已发货
351,发货-000351,351,21,1,2025-03-16,508262.38,已发货
352,发货-000352,352,60,2,2025-02-18,1432321.9,已发货
353,发货-000353,353,1,1,2025-01-19,181368.63,已发货
354,发货-000354,354,29,2,2025-03-05,187602.3,已发货
355,发货-000355,355,29,2,2025-03-07,472461.18,已发货
356,发货-000356,356,77,1,2025-03-11,1056211.3,已发货
357,发货-000357,357,46,2,2025-03-03,285345.1,已发货
358,发货-000358,358,37,2,2025-03-31,215807.81,已发货
359,发货-000359,359,69,2,2025-03-01,327456.48,已发货
360,发货-000360,360,15,1,2025-01-26,601287.15,已发货
361,发货-000361,361,20,1,2025-02-14,247107.83,已发货
362,发货-000362,362,37,1,2025-03-31,212388.42,已发货
363,发货-000363,363,67,2,2025-01-27,207351.12,已发货
364,发货-000364,364,71,1,2025-02-23,176675.01,已发货
365,发货-000365,365,67,1,2025-04-03,362045.44,已发货
366,发货-000366,366,22,2,2025-03-12,162730.21,已发货
367,发货-000367,367,18,1,2025-03-17,1210683.84,已发货
368,发货-000368,368,51,1,2025-02-08,178265.05,已发货
369,发货-000369,369,78,2,2025-03-19,187551.56,已发货
370,发货-000370,370,78,2,2025-03-22,1599118.2,已发货
371,发货-000371,371,17,2,2025-03-16,933177.64,已发货
372,发货-000372,372,26,1,2025-02-14,184025.99,已发货
373,发货-000373,373,32,1,2025-01-28,549994.74,已发货
374,发货-000374,374,17,1,2025-03-03,360819.64,已发货
375,发货-000375,375,44,2,2025-04-03,462097.56,已发货
376,发货-000376,376,42,1,2025-01-27,1160343.6,已发货
377,发货-000377,377,70,2,2025-03-08,440034.74,已发货
378,发货-000378,378,78,1,2025-03-07,184152.96,已发货
379,发货-000379,379,57,1,2025-03-11,553912.32,已发货
380,发货-000380,380,40,1,2025-03-20,391252.74,已发货
381,发货-000381,381,39,1,2025-04-05,248764.39,已发货
382,发货-000382,382,23,2,2025-04-07,239643.1,已发货
383,发货-000383,383,31,1,2025-02-06,494915.88,已发货
384,发货-000384,384,23,2,2025-03-19,739432.52,已发货
385,发货-000385,385,71,1,2025-02-25,1012874.72,已发货
386,发货-000386,386,62,1,2025-03-09,291220.16,已发货
387,发货-000387,387,2,2,2025-02-09,193227.22,已发货
388,发货-000388,388,73,2,2025-03-26,440822.5,已发货
389,发货-000389,389,67,1,2025-01-22,496259.91,已发货
390,发货-000390,390,66,2,2025-02-23,291268.69,已发货
391,发货-000391,391,31,1,2025-03-21,454330.18,已发货
392,发货-000392,392,25,1,2025-04-18,322802.96,已发货
393,发货-000393,393,68,1,2025-01-23,300135.87,已发货
394,发货-000394,394,25,2,2025-03-04,428822.42,已发货
395,发货-000395,395,43,1,2025-03-31,267624.54,已发货
396,发货-000396,396,25,1,2025-03-06,591086.7,已发货
397,发货-000397,397,20,2,2025-03-25,787124.6,已发货
398,发货-000398,398,27,1,2025-03-04,894107.7,已发货
399,发货-000399,399,28,2,2025-03-21,430583.66,已发货
400,发货-000400,400,19,1,2025-03-30,363731.84,已发货
401,发货-000401,401,32,2,2025-02-13,923343.08,已发货
402,发货-000402,402,36,1,2025-02-04,719670.56,已发货
403,发货-000403,403,8,2,2025-04-01,213426.21,已发货
404,发货-000404,404,57,2,2025-03-03,551023.68,已发货
405,发货-000405,405,31,2,2025-02-13,621152.13,已发货
406,发货-000406,406,80,1,2025-03-25,941674.56,已发货
407,发货-000407,407,5,1,2025-02-21,207699.75,已发货
408,发货-000408,408,60,2,2025-03-17,905582.04,已发货
409,发货-000409,409,30,2,2025-02-12,168507.65,已发货
410,发货-000410,410,48,2,2025-04-03,185263.73,已发货
411,发货-000411,411,37,1,2025-03-19,133046.84,已发货
412,发货-000412,412,4,1,2025-02-08,517509.75,已发货
413,发货-000413,413,28,1,2025-02-02,379753.5,已发货
414,发货-000414,414,15,1,2025-04-06,1126819.4,已发货
415,发货-000415,415,21,2,2025-03-29,768836.16,已发货
416,发货-000416,416,62,1,2025-04-08,673487.92,已发货
417,发货-000417,417,22,1,2025-03-28,183010.46,已发货
418,发货-000418,418,48,2,2025-04-06,245234.5,已发货
419,发货-000419,419,41,2,2025-02-10,795008.64,已发货
420,发货-000420,420,11,1,2025-04-01,523397.67,已发货
421,发货-000421,421,31,1,2025-02-21,917856.4,已发货
422,发货-000422,422,5,2,2025-02-10,306470.42,已发货
423,发货-000423,423,32,1,2025-03-09,202226.89,已发货
424,发货-000424,424,35,1,2025-03-10,933434.32,已发货
425,发货-000425,425,15,2,2025-03-04,318347.76,已发货
426,发货-000426,426,75,1,2025-04-01,425087.66,已发货
427,发货-000427,427,12,2,2025-03-06,352450.14,已发货
428,发货-000428,428,22,1,2025-04-24,511169.31,已发货
429,发货-000429,429,5,2,2025-03-03,247372.64,已发货
430,发货-000430,430,2,1,2025-02-24,428562.33,已发货
431,发货-000431,431,12,2,2025-04-04,856682.49,已发货
432,发货-000432,432,52,2,2025-02-22,237534.02,已发货
433,发货-000433,433,5,1,2025-04-08,657403.44,已发货
434,发货-000434,434,64,1,2025-03-14,329522.98,已发货
435,发货-000435,435,29,2,2025-03-13,868549.88,已发货
436,发货-000436,436,13,2,2025-04-13,989290.32,已发货
437,发货-000437,437,79,1,2025-03-05,348433.86,已发货
438,发货-000438,438,3,1,2025-04-16,395736.8,已发货
439,发货-000439,439,30,2,2025-03-22,333985.02,已发货
440,发货-000440,440,40,2,2025-02-26,168674.46,已发货
441,发货-000441,441,29,1,2025-03-18,1099371.25,已发货
442,发货-000442,442,53,2,2025-02-19,687384.36,已发货
443,发货-000443,443,39,2,2025-05-01,1316208.32,已发货
444,发货-000444,444,70,1,2025-03-25,1144192.95,已发货
445,发货-000445,445,77,2,2025-04-19,584220.09,已发货
446,发货-000446,446,21,2,2025-02-09,305301.36,已发货
447,发货-000447,447,51,2,2025-05-04,385042.9,已发货
448,发货-000448,448,50,2,2025-05-06,180829.3,已发货
449,发货-000449,449,43,2,2025-04-28,1186468.35,已发货
450,发货-000450,450,10,1,2025-02-17,390840.5,已发货
451,发货-000451,451,80,2,2025-04-22,328343.0,已发货
452,发货-000452,452,76,1,2025-05-03,1078373.3,已发货
453,发货-000453,453,7,2,2025-03-25,655887.93,已发货
454,发货-000454,454,35,2,2025-05-06,399559.06,已发货
455,发货-000455,455,25,1,2025-04-25,520899.98,已发货
456,发货-000456,456,80,2,2025-04-06,491271.38,已发货
457,发货-000457,457,52,1,2025-04-02,241827.88,已发货
458,发货-000458,458,45,2,2025-03-13,362049.87,已发货
459,发货-000459,459,10,2,2025-03-09,349447.46,已发货
460,发货-000460,460,8,1,2025-05-09,164428.04,已发货
461,发货-000461,461,21,2,2025-03-20,225145.09,已发货
