bom_line_id,bom_id,material_id,quantity_per,scrap_rate,is_critical
259,17,22,11.6087,0.0356,0
260,17,23,7.4841,0.0263,0
261,17,29,12.3895,0.0158,0
262,17,36,25.8527,0.0171,0
263,17,42,140.453,0.0196,1
264,17,45,1.8091,0.0398,1
265,17,49,2.9926,0.029,0
266,17,50,132.0214,0.0091,1
267,17,51,63.4695,0.0281,0
268,17,57,3.5917,0.0232,0
269,17,70,15.3449,0.0076,1
270,17,72,10.7852,0.0168,0
271,17,74,48.6328,0.0131,1
272,17,77,14.8839,0.0278,1
273,17,114,131.8709,0.0189,1
274,17,119,2.2535,0.0081,1
275,18,12,112.619,0.0296,1
276,18,15,6.5782,0.0358,0
277,18,21,9.3296,0.0383,1
278,18,35,12.2663,0.0099,0
279,18,36,38.6813,0.0369,0
280,18,39,5.3873,0.0175,1
281,18,45,13.7491,0.0122,1
282,18,55,13.6026,0.0135,0
283,18,73,2.5156,0.0176,0
284,18,75,135.6911,0.0294,0
285,18,79,17.1354,0.0247,1
286,18,82,157.5785,0.0329,0
287,18,103,17.3318,0.0137,0
288,18,105,6.7195,0.014,0
289,18,112,15.5602,0.0094,1
290,19,5,6.899,0.0101,0
291,19,12,133.711,0.0252,1
292,19,17,4.371,0.0278,0
293,19,19,116.3609,0.0217,0
294,19,24,2.6887,0.0338,0
295,19,30,11.202,0.0191,0
296,19,34,33.9896,0.0105,0
297,19,37,10.5644,0.0386,0
298,19,48,4.3554,0.0158,0
299,19,51,16.4079,0.0194,0
300,19,54,14.4014,0.0241,0
301,19,64,11.5911,0.0332,1
302,19,66,122.1859,0.0389,0
303,19,69,15.7092,0.0299,0
304,19,71,6.2951,0.0177,0
305,19,81,13.3352,0.0072,0
306,19,86,1.2239,0.0059,1
307,19,101,14.829,0.0184,0
308,19,106,77.3641,0.0327,0
309,20,12,33.375,0.0102,1
310,20,18,106.8299,0.0184,1
311,20,20,152.811,0.019,0
312,20,23,11.8202,0.0122,0
313,20,24,7.7481,0.0138,0
314,20,39,7.6854,0.0276,1
315,20,47,1.1658,0.0181,0
316,20,48,6.3458,0.0144,0
317,20,53,5.2928,0.0371,0
318,20,60,35.6097,0.0227,0
319,20,78,3.1088,0.0075,0
320,20,86,6.4479,0.0389,1
321,20,88,13.9967,0.0178,0
322,20,89,7.0474,0.027,0
323,20,92,90.7917,0.0175,0
324,20,93,2.4845,0.0113,0
325,20,114,18.1298,0.0295,1
326,20,116,17.0931,0.0055,1
327,20,117,11.1402,0.014,0
328,21,3,74.9834,0.0332,0
329,21,9,15.6736,0.0164,0
330,21,20,30.6561,0.0319,0
331,21,28,12.6814,0.0271,0
332,21,29,14.321,0.0252,0
333,21,32,16.4964,0.0053,0
334,21,36,128.9059,0.0274,0
335,21,46,5.5414,0.0071,0
336,21,56,12.5912,0.0289,0
337,21,59,130.7727,0.029,1
338,21,61,16.9155,0.0389,1
339,21,67,47.9628,0.0193,1
340,21,81,13.7373,0.0187,0
341,21,90,82.9655,0.0397,0
342,21,102,10.5321,0.0211,1
343,21,108,143.9164,0.0334,0
344,21,113,14.4779,0.0278,0
345,21,115,55.6166,0.0103,0
346,22,7,11.1119,0.04,0
347,22,8,1.1719,0.0069,0
348,22,12,43.5225,0.0376,1
349,22,19,77.907,0.0101,0
350,22,42,99.9855,0.0321,1
351,22,45,13.9306,0.0165,1
352,22,60,30.0489,0.0395,0
353,22,64,10.2588,0.0113,1
354,22,68,76.5413,0.0392,0
355,22,92,128.1353,0.0175,0
356,22,97,11.5384,0.0084,0
357,22,102,14.2862,0.0345,1
358,22,109,12.8508,0.0134,0
359,23,10,85.7689,0.0161,0
360,23,24,14.2485,0.0118,0
361,23,30,12.4569,0.0307,0
362,23,35,150.1426,0.0083,0
363,23,43,112.4276,0.0152,0
364,23,49,3.2327,0.0326,0
365,23,51,68.3234,0.0334,0
366,23,56,2.8417,0.0302,0
367,23,63,1.6509,0.0178,0
368,23,65,1.981,0.0271,0
369,23,73,15.9897,0.0153,0
370,23,77,16.8614,0.0206,1
371,23,80,9.6605,0.0398,0
372,23,81,10.4812,0.0132,0
373,23,99,151.5432,0.0176,0
374,23,106,22.9555,0.0247,0
375,23,117,11.0356,0.0267,0
376,23,120,9.0528,0.0166,0
377,24,4,96.9545,0.0173,1
378,24,33,15.4248,0.0061,1
379,24,49,12.933,0.0333,0
380,24,54,8.0497,0.0151,0
381,24,65,13.2327,0.0102,0
382,24,67,112.4403,0.023,1
383,24,68,80.246,0.0301,0
384,24,74,107.909,0.0385,1
385,24,83,147.9641,0.0186,0
386,24,91,49.4797,0.0148,0
387,24,98,28.0572,0.0119,1
388,24,99,116.2901,0.0207,0
389,24,105,15.694,0.0398,0
390,24,109,15.681,0.0361,0
391,25,12,64.4622,0.0151,1
392,25,33,12.0744,0.0319,1
393,25,35,56.0362,0.038,0
394,25,44,94.7075,0.0155,0
395,25,59,58.7843,0.0352,1
396,25,61,12.5352,0.0309,1
397,25,63,6.562,0.0333,0
398,25,75,113.538,0.0157,0
399,25,92,109.6014,0.0227,0
400,25,94,11.6179,0.0092,1
401,25,95,16.0672,0.0343,0
402,25,105,11.6781,0.0261,0
403,25,112,3.3687,0.0261,1
404,25,115,17.9283,0.0135,0
405,25,116,95.9252,0.032,1
406,25,119,8.4937,0.0396,1
407,26,2,75.2261,0.0392,0
408,26,28,154.6999,0.0182,0
409,26,38,1.8596,0.0371,0
410,26,42,130.6332,0.0061,1
411,26,53,15.5208,0.0052,0
412,26,65,14.2869,0.0146,0
413,26,74,73.8484,0.0275,1
414,26,79,6.314,0.0279,1
415,26,80,6.9365,0.0223,0
416,26,83,50.9268,0.0157,0
417,26,84,12.6789,0.0084,1
418,26,106,146.8459,0.0264,0
419,26,118,8.9439,0.0373,1
420,27,4,99.6081,0.0254,1
421,27,6,11.1221,0.0388,0
422,27,11,54.7597,0.0309,1
423,27,13,16.7246,0.0108,1
424,27,32,4.1227,0.015,0
425,27,36,111.8706,0.035,0
426,27,47,3.6625,0.0386,0
427,27,61,13.3608,0.0346,1
428,27,67,33.8085,0.0081,1
429,27,69,3.3305,0.0123,0
430,27,85,13.9515,0.0251,1
431,27,101,16.655,0.008,0
432,27,109,1.152,0.033,0
433,27,116,27.0818,0.0151,1
434,27,120,12.3922,0.0051,0
435,28,16,2.3296,0.0053,0
436,28,20,59.3938,0.0186,0
437,28,29,11.2492,0.0166,0
438,28,37,9.5089,0.0256,0
439,28,49,14.3098,0.0329,0
440,28,73,5.2097,0.0081,0
441,28,75,124.8707,0.0341,0
442,28,76,119.9738,0.011,0
443,28,79,4.2595,0.0284,1
444,28,81,5.0963,0.0062,0
445,28,85,17.1495,0.0349,1
446,28,97,15.8892,0.0153,0
447,28,107,148.8622,0.0163,1
448,28,113,4.8916,0.0346,0
449,28,119,5.0437,0.0075,1
450,29,25,9.5428,0.0223,0
451,29,29,1.4698,0.0067,0
452,29,34,154.2245,0.0162,0
453,29,39,7.3888,0.025,1
454,29,40,8.0274,0.0188,1
455,29,45,4.673,0.0094,1
456,29,46,8.978,0.018,0
457,29,57,7.0892,0.0251,0
458,29,59,92.6054,0.0284,1
459,29,62,6.6525,0.0247,0
460,29,64,11.7775,0.0075,1
461,29,74,109.0484,0.0181,1
462,29,92,57.8784,0.0372,0
463,29,97,12.6141,0.0073,0
464,29,100,51.3764,0.0165,1
465,29,110,3.0164,0.0164,0
466,29,117,2.2651,0.0279,0
467,29,119,10.1215,0.0153,1
468,30,2,76.3307,0.0221,0
469,30,10,118.6965,0.0365,0
470,30,12,111.5751,0.0178,1
471,30,38,7.8878,0.0214,0
472,30,42,146.7193,0.0179,1
473,30,44,131.0795,0.031,0
474,30,47,5.9567,0.0245,0
475,30,62,5.9283,0.0331,0
476,30,65,12.4749,0.0088,0
477,30,71,1.4401,0.0069,0
478,30,72,15.596,0.0201,0
479,30,80,5.8556,0.0366,0
480,30,85,4.5333,0.0248,1
481,30,95,5.9685,0.0103,0
482,30,100,143.3224,0.0272,1
483,30,106,109.8655,0.0111,0
484,30,114,158.1366,0.0115,1
485,31,10,29.238,0.0396,0
486,31,16,2.1297,0.0092,0
487,31,23,13.9579,0.0295,0
488,31,26,27.225,0.0397,1
489,31,30,7.8269,0.0074,0
490,31,31,13.5908,0.0187,1
491,31,42,135.2169,0.0176,1
492,31,49,1.4116,0.0386,0
493,31,53,15.3822,0.0152,0
494,31,63,8.2259,0.0164,0
495,31,68,23.4471,0.0206,0
496,31,70,5.9058,0.0154,1
497,31,77,12.9618,0.0263,1
498,31,92,137.5429,0.0087,0
499,31,95,13.3519,0.0164,0
500,31,108,12.6302,0.0371,0
501,31,118,11.4666,0.028,1
502,32,8,1.015,0.0343,0
503,32,24,11.1485,0.0094,0
504,32,25,16.9651,0.0362,0
505,32,30,11.5147,0.0285,0
506,32,31,12.559,0.0296,1
507,32,38,8.938,0.0116,0
508,32,53,2.4745,0.0232,0
509,32,58,10.4799,0.0128,1
510,32,59,158.7663,0.0129,1
511,32,62,15.7127,0.0348,0
512,32,63,13.2012,0.0057,0
513,32,64,7.2975,0.0172,1
514,32,86,6.7487,0.0117,1
515,32,90,130.1646,0.0325,0
516,32,96,13.393,0.0194,0
517,32,103,7.9087,0.0287,0
518,32,110,11.8969,0.0053,0
519,32,115,151.3428,0.0057,0
520,33,7,14.5075,0.0381,0
521,33,18,55.751,0.0248,1
522,33,29,4.8255,0.0102,0
523,33,47,3.4015,0.0114,0
524,33,57,11.3011,0.0384,0
525,33,58,126.9725,0.0357,1
526,33,61,4.5289,0.0105,1
527,33,63,10.3118,0.0377,0
528,33,65,2.0454,0.0386,0
529,33,68,80.4082,0.0178,0
530,33,71,5.7241,0.0356,0
531,33,78,6.3304,0.0387,0
532,33,86,1.498,0.0372,1
533,33,97,15.4174,0.0342,0
534,33,106,25.3315,0.0202,0
535,33,107,122.1314,0.016,1
536,33,118,11.0846,0.0152,1
537,33,119,4.7729,0.007,1
538,33,120,10.0274,0.0172,0
539,34,9,8.5776,0.0092,0
540,34,12,60.5851,0.0254,1
541,34,16,14.223,0.0389,0
542,34,21,15.8691,0.0096,1
543,34,23,16.0846,0.0338,0
544,34,50,44.3603,0.0396,1
545,34,54,15.4553,0.0322,0
546,34,57,10.8279,0.0206,0
547,34,58,98.0274,0.0316,1
548,34,72,5.7203,0.0338,0
549,34,79,2.1537,0.0327,1
550,34,101,8.2812,0.0097,0
551,34,110,8.5389,0.0161,0
552,34,112,13.1118,0.0183,1
553,35,13,11.6176,0.0221,1
554,35,14,11.328,0.0146,1
555,35,24,12.4005,0.0169,0
556,35,33,8.4876,0.0265,1
557,35,37,11.4202,0.0128,0
558,35,40,8.9792,0.0099,1
559,35,42,72.2049,0.0328,1
560,35,44,86.8695,0.0267,0
561,35,46,17.4632,0.0253,0
562,35,49,14.2302,0.0234,0
563,35,54,1.1326,0.0288,0
564,35,68,62.0562,0.0168,0
565,35,70,2.3432,0.0318,1
566,35,75,113.7978,0.032,0
567,35,87,11.5719,0.0375,0
568,35,91,91.6521,0.0063,0
569,35,93,14.7077,0.007,0
570,35,99,47.8998,0.0073,0
571,35,107,21.5965,0.0348,1
572,36,6,2.4002,0.0182,0
573,36,10,75.7189,0.0132,0
574,36,19,29.3637,0.0094,0
575,36,24,4.147,0.013,0
576,36,31,4.5373,0.012,1
577,36,45,10.161,0.0119,1
578,36,46,17.0848,0.0071,0
579,36,49,6.6415,0.0285,0
580,36,57,16.6306,0.0193,0
581,36,64,4.8189,0.0238,1
582,36,70,10.1085,0.0225,1
583,36,72,5.069,0.0187,0
584,36,73,5.9961,0.0332,0
585,36,76,134.0958,0.0399,0
586,36,81,10.0475,0.0114,0
587,36,83,155.2911,0.0252,0
588,36,93,4.948,0.0339,0
589,36,106,74.0406,0.0232,0
590,37,3,159.37,0.0375,0
591,37,5,3.8565,0.0243,0
592,37,10,104.2691,0.0377,0
593,37,11,45.9993,0.0099,1
594,37,13,8.6625,0.0351,1
595,37,29,4.7441,0.0313,0
596,37,37,13.6074,0.0081,0
597,37,48,2.0291,0.0186,0
598,37,50,121.6665,0.0057,1
599,37,64,14.7667,0.0244,1
600,37,71,17.6711,0.0118,0
601,37,73,4.8947,0.0163,0
602,37,77,3.6697,0.0157,1
603,37,80,11.6155,0.0198,0
604,37,93,17.2527,0.0137,0
605,37,96,4.6149,0.0394,0
606,37,115,120.418,0.0206,0
607,37,118,2.1492,0.0302,1
608,38,8,9.612,0.0095,0
609,38,10,73.7733,0.0146,0
610,38,11,103.1683,0.0341,1
611,38,18,116.4794,0.0081,1
612,38,20,72.8791,0.0375,0
613,38,21,12.7503,0.0192,1
614,38,31,8.4451,0.0268,1
615,38,35,43.3277,0.0118,0
616,38,48,3.5245,0.0175,0
617,38,51,148.0378,0.0093,0
618,38,71,4.5833,0.0138,0
619,38,78,5.4515,0.0345,0
620,38,79,6.7443,0.0298,1
621,38,86,11.8521,0.0099,1
622,38,95,13.2641,0.0276,0
623,38,108,124.0311,0.0326,0
624,38,110,4.0202,0.0173,0
625,39,6,10.6554,0.0071,0
626,39,10,58.0256,0.0125,0
627,39,19,152.3032,0.0057,0
628,39,26,97.3885,0.0298,1
629,39,28,129.7821,0.0111,0
630,39,48,10.929,0.0218,0
631,39,54,17.1642,0.0137,0
632,39,57,11.3854,0.0195,0
633,39,76,50.7931,0.0371,0
634,39,83,157.4036,0.0123,0
635,39,101,8.8899,0.0309,0
636,39,102,9.3749,0.0109,1
637,39,104,5.2454,0.0109,0
638,39,112,16.4707,0.0303,1
639,39,120,2.6626,0.0345,0
640,40,4,141.3596,0.0316,1
641,40,15,2.6078,0.0214,0
642,40,27,53.1881,0.04,0
643,40,29,9.6888,0.035,0
644,40,35,155.6105,0.0296,0
645,40,36,71.8074,0.0117,0
646,40,48,14.5608,0.008,0
647,40,52,119.6893,0.0103,0
648,40,66,154.5806,0.0089,0
649,40,77,13.1026,0.0161,1
650,40,84,157.2099,0.0077,1
651,40,90,39.6929,0.0342,0
652,40,91,16.4194,0.0221,0
653,40,93,11.1843,0.0105,0
654,40,95,15.5882,0.0203,0
655,40,97,10.036,0.0085,0
656,40,99,68.729,0.0069,0
657,40,118,8.9784,0.0289,1
