shipment_line_id,shipment_id,sales_order_line_id,product_id,shipped_qty,unit_price,line_amount
168,168,168,40,4.0,257488.28,1029953.12
169,169,169,27,5.0,246499.5,1232497.5
170,170,170,39,3.0,257535.72,772607.16
171,171,171,8,5.0,180649.62,903248.1
172,172,172,19,1.0,172361.04,172361.04
173,173,173,18,1.0,257932.0,257932.0
174,174,174,6,4.0,166248.37,664993.48
175,175,175,36,1.0,143997.72,143997.72
176,176,176,36,1.0,167781.98,167781.98
177,177,177,28,3.0,189984.24,569952.72
178,178,178,33,1.0,331706.28,331706.28
179,179,179,33,2.0,284773.17,569546.34
180,180,180,30,3.0,232689.83,698069.49
181,181,181,8,1.0,186633.04,186633.04
182,182,182,11,1.0,172954.75,172954.75
183,183,183,4,1.0,194025.64,194025.64
184,184,184,33,1.0,306262.75,306262.75
185,185,185,18,2.0,269869.92,539739.84
186,186,186,31,3.0,311409.86,934229.58
187,187,187,32,4.0,264594.42,1058377.68
188,188,188,27,4.0,235033.29,940133.16
189,189,189,22,2.0,181551.17,363102.34
190,190,190,26,5.0,186903.04,934515.2
191,191,191,16,2.0,222195.22,444390.44
192,192,192,21,4.0,174498.85,697995.4
193,193,193,36,4.0,161765.36,647061.44
194,194,194,35,5.0,214960.19,1074800.95
195,195,195,30,1.0,230770.16,230770.16
196,196,196,30,2.0,249855.1,499710.2
197,197,197,32,3.0,291163.28,873489.84
198,198,198,2,4.0,183765.8,735063.2
199,199,199,25,5.0,217730.42,1088652.1
200,200,200,22,5.0,199279.27,996396.35
201,201,201,10,2.0,362085.13,724170.26
202,202,202,36,3.0,170938.75,512816.25
203,203,203,19,1.0,148098.87,148098.87
204,204,204,5,3.0,243235.45,729706.35
205,205,205,4,3.0,184511.63,553534.89
206,206,206,16,5.0,200470.47,1002352.35
207,207,207,36,2.0,149907.27,299814.54
208,208,208,12,1.0,161190.1,161190.1
209,209,209,12,4.0,163284.91,653139.64
210,210,210,36,5.0,139281.07,696405.35
211,211,211,22,1.0,212551.66,212551.66
212,212,212,39,2.0,267321.55,534643.1
213,213,213,35,3.0,207639.82,622919.46
214,214,214,4,5.0,200220.48,1001102.4
215,215,215,33,4.0,338568.67,1354274.68
216,216,216,33,3.0,300275.7,900827.1
217,217,217,39,3.0,225396.14,676188.42
218,218,218,31,5.0,310331.19,1551655.95
219,219,219,27,3.0,215418.43,646255.29
220,220,220,24,1.0,116619.75,116619.75
221,221,221,21,5.0,179208.26,896041.3
222,222,222,5,4.0,237656.24,950624.96
223,223,223,30,2.0,258882.64,517765.28
224,224,224,38,1.0,265077.22,265077.22
225,225,225,17,2.0,297975.48,595950.96
226,226,226,40,1.0,290520.24,290520.24
227,227,227,3,5.0,159855.94,799279.7
228,228,228,40,1.0,282328.18,282328.18
229,229,229,8,1.0,175951.72,175951.72
230,230,230,3,2.0,168435.78,336871.56
231,231,231,9,1.0,303382.19,303382.19
232,232,232,37,1.0,233632.73,233632.73
233,233,233,32,2.0,275557.79,551115.58
234,234,234,35,1.0,207733.88,207733.88
235,235,235,36,4.0,159609.14,638436.56
236,236,236,40,4.0,280851.56,1123406.24
237,237,237,24,4.0,134939.58,539758.32
238,238,238,5,2.0,233517.01,467034.02
239,239,239,39,1.0,244704.3,244704.3
240,240,240,35,1.0,208070.01,208070.01
241,241,241,14,2.0,232925.29,465850.58
242,242,242,14,2.0,250613.38,501226.76
243,243,243,2,1.0,186174.35,186174.35
244,244,244,33,5.0,287655.28,1438276.4
245,245,245,10,2.0,367449.57,734899.14
246,246,246,18,2.0,305585.9,611171.8
247,247,247,25,4.0,240499.64,961998.56
248,248,248,24,1.0,118129.37,118129.37
249,249,249,17,1.0,265999.05,265999.05
250,250,250,7,5.0,258983.99,1294919.95
251,251,251,13,2.0,205706.64,411413.28
252,252,252,29,4.0,231745.74,926982.96
253,253,253,4,1.0,179980.94,179980.94
254,254,254,20,3.0,257080.61,771241.83
255,255,255,32,1.0,276804.66,276804.66
256,256,256,32,2.0,249222.21,498444.42
257,257,257,39,4.0,251335.17,1005340.68
258,258,258,22,1.0,209241.48,209241.48
259,259,259,1,2.0,396547.36,793094.72
260,260,260,23,5.0,191401.87,957009.35
261,261,261,36,2.0,170797.05,341594.1
262,262,262,31,5.0,304983.28,1524916.4
263,263,263,4,4.0,199128.81,796515.24
264,264,264,32,2.0,251786.24,503572.48
265,265,265,18,2.0,287722.85,575445.7
266,266,266,22,2.0,197834.45,395668.9
267,267,267,37,1.0,216018.7,216018.7
268,268,268,27,1.0,222626.62,222626.62
269,269,269,34,1.0,255180.49,255180.49
270,270,270,22,1.0,188963.8,188963.8
271,271,271,9,3.0,310087.74,930263.22
272,272,272,17,2.0,283196.21,566392.42
273,273,273,1,1.0,398766.91,398766.91
274,274,274,8,2.0,172827.33,345654.66
275,275,275,36,2.0,152898.76,305797.52
276,276,276,40,3.0,256833.23,770499.69
277,277,277,14,2.0,254457.42,508914.84
278,278,278,26,5.0,205641.69,1028208.45
279,279,279,15,4.0,237500.17,950000.68
280,280,280,6,3.0,168742.61,506227.83
281,281,281,7,4.0,234515.57,938062.28
282,282,282,11,1.0,165519.31,165519.31
283,283,283,31,5.0,304372.09,1521860.45
284,284,284,21,3.0,174963.54,524890.62
285,285,285,17,5.0,286981.69,1434908.45
286,286,286,21,1.0,159069.88,159069.88
287,287,287,18,4.0,314605.73,1258422.92
288,288,288,23,3.0,165982.87,497948.61
289,289,289,37,2.0,211070.75,422141.5
290,290,290,28,4.0,192896.44,771585.76
291,291,291,26,1.0,176716.59,176716.59
292,292,292,4,1.0,182485.91,182485.91
293,293,293,9,2.0,282727.46,565454.92
294,294,294,29,1.0,253872.03,253872.03
295,295,295,26,2.0,191205.18,382410.36
296,296,296,38,1.0,276747.02,276747.02
297,297,297,30,5.0,217376.29,1086881.45
298,298,298,24,1.0,134753.88,134753.88
299,299,299,33,1.0,343475.53,343475.53
300,300,300,17,2.0,313221.04,626442.08
301,301,301,3,4.0,176581.87,706327.48
302,302,302,36,4.0,147312.86,589251.44
303,303,303,36,3.0,152135.36,456406.08
304,304,304,12,1.0,160457.88,160457.88
305,305,305,23,2.0,193652.19,387304.38
306,306,306,10,4.0,364892.63,1459570.52
307,307,307,40,4.0,245182.67,980730.68
308,308,308,22,1.0,211590.32,211590.32
309,309,309,24,3.0,133352.18,400056.54
310,310,310,6,2.0,156245.71,312491.42
311,311,311,40,2.0,257289.67,514579.34
312,312,312,7,1.0,248252.6,248252.6
313,313,313,28,1.0,164436.61,164436.61
314,314,314,9,1.0,263043.72,263043.72
315,315,315,19,5.0,182093.17,910465.85
316,316,316,8,1.0,201827.66,201827.66
317,317,317,21,5.0,178966.32,894831.6
318,318,318,12,4.0,152364.82,609459.28
319,319,319,16,3.0,207291.83,621875.49
320,320,320,17,2.0,262834.0,525668.0
321,321,321,8,1.0,185823.39,185823.39
322,322,322,8,2.0,197505.47,395010.94
323,323,323,27,2.0,216051.55,432103.1
324,324,324,4,1.0,201868.1,201868.1
325,325,325,11,4.0,183876.27,735505.08
326,326,326,9,5.0,255896.25,1279481.25
327,327,327,20,1.0,243160.62,243160.62
328,328,328,11,1.0,164145.31,164145.31
329,329,329,4,1.0,211164.19,211164.19
330,330,330,5,1.0,242327.44,242327.44
331,331,331,21,5.0,166919.26,834596.3
332,332,332,36,2.0,139809.34,279618.68
333,333,333,6,4.0,164129.24,656516.96
334,334,334,15,2.0,214626.73,429253.46
335,335,335,13,2.0,213850.02,427700.04
336,336,336,30,4.0,233890.77,935563.08
337,337,337,16,2.0,201440.78,402881.56
338,338,338,38,2.0,255768.86,511537.72
339,339,339,22,1.0,196623.5,196623.5
340,340,340,33,3.0,345942.23,1037826.69
341,341,341,32,5.0,257651.47,1288257.35
342,342,342,21,1.0,195522.7,195522.7
343,343,343,30,4.0,244564.48,978257.92
344,344,344,10,4.0,361609.48,1446437.92
345,345,345,9,2.0,302965.92,605931.84
346,346,346,17,1.0,263296.99,263296.99
347,347,347,15,1.0,241810.03,241810.03
348,348,348,37,2.0,241665.12,483330.24
349,349,349,26,2.0,206662.22,413324.44
350,350,350,31,2.0,292187.27,584374.54
351,351,351,29,2.0,254131.19,508262.38
352,352,352,18,5.0,286464.38,1432321.9
353,353,353,28,1.0,181368.63,181368.63
354,354,354,4,1.0,187602.3,187602.3
355,355,355,20,2.0,236230.59,472461.18
356,356,356,29,5.0,211242.26,1056211.3
357,357,357,14,1.0,285345.1,285345.1
358,358,358,27,1.0,215807.81,215807.81
359,359,359,12,2.0,163728.24,327456.48
360,360,360,22,3.0,200429.05,601287.15
361,361,361,32,1.0,247107.83,247107.83
362,362,362,35,1.0,212388.42,212388.42
363,363,363,16,1.0,207351.12,207351.12
364,364,364,28,1.0,176675.01,176675.01
365,365,365,1,1.0,362045.44,362045.44
366,366,366,19,1.0,162730.21,162730.21
367,367,367,33,4.0,302670.96,1210683.84
368,368,368,23,1.0,178265.05,178265.05
369,369,369,6,1.0,187551.56,187551.56
370,370,370,31,5.0,319823.64,1599118.2
371,371,371,27,4.0,233294.41,933177.64
372,372,372,22,1.0,184025.99,184025.99
373,373,373,38,2.0,274997.37,549994.74
374,374,374,28,2.0,180409.82,360819.64
375,375,375,35,2.0,231048.78,462097.56
376,376,376,1,3.0,386781.2,1160343.6
377,377,377,25,2.0,220017.37,440034.74
378,378,378,13,1.0,184152.96,184152.96
379,379,379,4,3.0,184637.44,553912.32
380,380,380,11,2.0,195626.37,391252.74
381,381,381,38,1.0,248764.39,248764.39
382,382,382,38,1.0,239643.1,239643.1
383,383,383,29,2.0,247457.94,494915.88
384,384,384,2,4.0,184858.13,739432.52
385,385,385,40,4.0,253218.68,1012874.72
386,386,386,40,1.0,291220.16,291220.16
387,387,387,13,1.0,193227.22,193227.22
388,388,388,15,2.0,220411.25,440822.5
389,389,389,36,3.0,165419.97,496259.91
390,390,390,9,1.0,291268.69,291268.69
391,391,391,20,2.0,227165.09,454330.18
392,392,392,21,2.0,161401.48,322802.96
393,393,393,9,1.0,300135.87,300135.87
394,394,394,13,2.0,214411.21,428822.42
395,395,395,14,1.0,267624.54,267624.54
396,396,396,24,5.0,118217.34,591086.7
397,397,397,6,5.0,157424.92,787124.6
398,398,398,22,5.0,178821.54,894107.7
399,399,399,29,2.0,215291.83,430583.66
400,400,400,11,2.0,181865.92,363731.84
401,401,401,29,4.0,230835.77,923343.08
402,402,402,28,4.0,179917.64,719670.56
403,403,403,29,1.0,213426.21,213426.21
404,404,404,9,2.0,275511.84,551023.68
405,405,405,37,3.0,207050.71,621152.13
406,406,406,39,4.0,235418.64,941674.56
407,407,407,13,1.0,207699.75,207699.75
408,408,408,17,3.0,301860.68,905582.04
409,409,409,36,1.0,168507.65,168507.65
410,410,410,2,1.0,185263.73,185263.73
411,411,411,24,1.0,133046.84,133046.84
412,412,412,6,3.0,172503.25,517509.75
413,413,413,16,2.0,189876.75,379753.5
414,414,414,5,4.0,281704.85,1126819.4
415,415,415,28,4.0,192209.04,768836.16
416,416,416,11,4.0,168371.98,673487.92
417,417,417,28,1.0,183010.46,183010.46
418,418,418,25,1.0,245234.5,245234.5
419,419,419,13,4.0,198752.16,795008.64
420,420,420,28,3.0,174465.89,523397.67
421,421,421,21,5.0,183571.28,917856.4
422,422,422,33,1.0,306470.42,306470.42
423,423,423,13,1.0,202226.89,202226.89
424,424,424,30,4.0,233358.58,933434.32
425,425,425,36,2.0,159173.88,318347.76
426,426,426,15,2.0,212543.83,425087.66
427,427,427,23,2.0,176225.07,352450.14
428,428,428,8,3.0,170389.77,511169.31
429,429,429,15,1.0,247372.64,247372.64
430,430,430,12,3.0,142854.11,428562.33
431,431,431,14,3.0,285560.83,856682.49
432,432,432,32,1.0,237534.02,237534.02
433,433,433,3,4.0,164350.86,657403.44
434,434,434,12,2.0,164761.49,329522.98
435,435,435,15,4.0,217137.47,868549.88
436,436,436,27,4.0,247322.58,989290.32
437,437,437,1,1.0,348433.86,348433.86
438,438,438,11,2.0,197868.4,395736.8
439,439,439,19,2.0,166992.51,333985.02
440,440,440,36,1.0,168674.46,168674.46
441,441,441,27,5.0,219874.25,1099371.25
442,442,442,3,4.0,171846.09,687384.36
443,443,443,33,4.0,329052.08,1316208.32
444,444,444,37,5.0,228838.59,1144192.95
445,445,445,35,3.0,194740.03,584220.09
446,446,446,17,1.0,305301.36,305301.36
447,447,447,10,1.0,385042.9,385042.9
448,448,448,3,1.0,180829.3,180829.3
449,449,449,1,3.0,395489.45,1186468.35
450,450,450,23,2.0,195420.25,390840.5
451,451,451,21,2.0,164171.5,328343.0
452,452,452,4,5.0,215674.66,1078373.3
453,453,453,16,3.0,218629.31,655887.93
454,454,454,23,2.0,199779.53,399559.06
455,455,455,7,2.0,260449.99,520899.98
456,456,456,15,2.0,245635.69,491271.38
457,457,457,5,1.0,241827.88,241827.88
458,458,458,10,1.0,362049.87,362049.87
459,459,459,11,2.0,174723.73,349447.46
460,460,460,3,1.0,164428.04,164428.04
461,461,461,39,1.0,225145.09,225145.09
462,462,462,31,1.0,290544.59,290544.59
463,463,463,32,3.0,279793.92,839381.76
464,464,464,19,5.0,172864.16,864320.8
465,465,465,30,2.0,224713.9,449427.8
466,466,466,15,4.0,228147.98,912591.92
467,467,467,1,2.0,413597.27,827194.54
468,468,468,17,1.0,296633.48,296633.48
469,469,469,36,1.0,150409.13,150409.13
470,470,470,27,1.0,219305.08,219305.08
471,471,471,21,1.0,185752.55,185752.55
472,472,472,37,5.0,237297.11,1186485.55
473,473,473,8,3.0,185835.53,557506.59
474,474,474,34,1.0,278446.74,278446.74
475,475,475,28,2.0,194145.88,388291.76
476,476,476,1,4.0,361823.19,1447292.76
477,477,477,23,1.0,197183.86,197183.86
478,478,478,7,4.0,236798.08,947192.32
479,479,479,16,1.0,208608.97,208608.97
480,480,480,25,5.0,245591.29,1227956.45
481,481,481,28,1.0,172708.63,172708.63
482,482,482,36,3.0,147347.52,442042.56
483,483,483,37,2.0,236625.28,473250.56
484,484,484,9,3.0,268064.98,804194.94
485,485,485,18,3.0,309169.79,927509.37
486,486,486,35,5.0,237398.29,1186991.45
487,487,487,7,3.0,244276.96,732830.88
488,488,488,22,1.0,197574.26,197574.26
489,489,489,10,3.0,360552.49,1081657.47
490,490,490,25,1.0,201554.25,201554.25
491,491,491,25,5.0,226826.24,1134131.2
492,492,492,15,2.0,256333.32,512666.64
493,493,493,22,5.0,192067.64,960338.2
494,494,494,18,1.0,277230.53,277230.53
495,495,495,40,2.0,268357.01,536714.02
496,496,496,30,1.0,266436.46,266436.46
497,497,497,2,2.0,157336.84,314673.68
498,498,498,18,3.0,281058.42,843175.26
499,499,499,23,5.0,178623.69,893118.45
500,500,500,39,3.0,248579.74,745739.22
501,501,501,36,3.0,145604.05,436812.15
502,502,502,36,1.0,138837.99,138837.99
503,503,503,32,4.0,237032.3,948129.2
504,504,504,15,1.0,238371.48,238371.48
505,505,505,34,1.0,284101.77,284101.77
506,506,506,34,1.0,288375.04,288375.04
507,507,507,2,1.0,158255.96,158255.96
508,508,508,21,2.0,167282.6,334565.2
509,509,509,17,3.0,312738.44,938215.32
510,510,510,31,3.0,322354.4,967063.2
511,511,511,35,2.0,200584.75,401169.5
512,512,512,7,4.0,230757.58,923030.32
513,513,513,10,1.0,393592.13,393592.13
514,514,514,24,4.0,124048.14,496192.56
515,515,515,25,1.0,241319.04,241319.04
516,516,516,7,2.0,219832.55,439665.1
517,517,517,30,2.0,221957.41,443914.82
518,518,518,17,5.0,300446.15,1502230.75
519,519,519,8,1.0,180063.75,180063.75
520,520,520,6,3.0,164845.12,494535.36
521,521,521,5,2.0,274917.89,549835.78
522,522,522,21,2.0,176294.48,352588.96
523,523,523,25,1.0,208209.25,208209.25
524,524,524,5,3.0,269527.83,808583.49
525,525,525,12,1.0,164363.76,164363.76
526,526,526,5,2.0,232464.57,464929.14
527,527,527,8,5.0,202320.23,1011601.15
528,528,528,6,1.0,175735.96,175735.96
529,529,529,10,1.0,393501.55,393501.55
530,530,530,16,1.0,213408.32,213408.32
531,531,531,40,3.0,288148.98,864446.94
532,532,532,37,1.0,249510.7,249510.7
533,533,533,20,2.0,272224.09,544448.18
534,534,534,2,2.0,190767.55,381535.1
535,535,535,1,4.0,407574.07,1630296.28
536,536,536,31,3.0,342094.53,1026283.59
537,537,537,38,2.0,251896.83,503793.66
538,538,538,17,1.0,279295.26,279295.26
539,539,539,12,2.0,157664.15,315328.3
540,540,540,17,2.0,256970.0,513940.0
541,541,541,39,1.0,252759.44,252759.44
542,542,542,25,2.0,237372.14,474744.28
543,543,543,1,3.0,413805.06,1241415.18
544,544,544,36,1.0,139993.56,139993.56
545,545,545,29,1.0,227924.64,227924.64
546,546,546,22,1.0,212772.09,212772.09
547,547,547,5,3.0,252093.73,756281.19
548,548,548,5,2.0,272983.28,545966.56
549,549,549,14,1.0,242414.88,242414.88
550,550,550,3,3.0,175878.23,527634.69
551,551,551,13,3.0,202016.45,606049.35
552,552,552,25,1.0,208158.04,208158.04
553,553,553,33,1.0,329657.28,329657.28
554,554,554,26,1.0,198064.16,198064.16
555,555,555,32,2.0,267164.8,534329.6
556,556,556,38,1.0,261653.41,261653.41
557,557,557,39,5.0,247475.37,1237376.85
558,558,558,11,2.0,185196.28,370392.56
559,559,559,37,1.0,228366.71,228366.71
560,560,560,2,2.0,183563.53,367127.06
561,561,561,7,1.0,226675.44,226675.44
562,562,562,17,1.0,301541.02,301541.02
563,563,563,40,2.0,253947.35,507894.7
564,564,564,2,5.0,179314.77,896573.85
565,565,565,24,1.0,131368.75,131368.75
566,566,566,17,1.0,293445.56,293445.56
567,567,567,4,1.0,193241.19,193241.19
568,568,568,3,3.0,162887.91,488663.73
569,569,569,23,1.0,191680.6,191680.6
570,570,570,8,1.0,208530.13,208530.13
571,571,571,35,1.0,227503.44,227503.44
572,572,572,40,2.0,270542.32,541084.64
573,573,573,34,2.0,264449.58,528899.16
574,574,574,24,5.0,124707.99,623539.95
575,575,575,3,4.0,164041.86,656167.44
576,576,576,6,1.0,162192.22,162192.22
577,577,577,35,4.0,203729.07,814916.28
578,578,578,27,3.0,237912.55,713737.65
579,579,579,4,3.0,204363.2,613089.6
580,580,580,16,3.0,185450.15,556350.45
581,581,581,3,1.0,162365.63,162365.63
582,582,582,4,5.0,215212.74,1076063.7
583,583,583,18,4.0,296504.66,1186018.64
584,584,584,34,1.0,268361.88,268361.88
585,585,585,24,2.0,122183.77,244367.54
586,586,586,1,1.0,348702.52,348702.52
587,587,587,16,1.0,186160.98,186160.98
588,588,588,5,1.0,249852.79,249852.79
589,589,589,11,1.0,191252.95,191252.95
590,590,590,16,2.0,198105.86,396211.72
591,591,591,15,1.0,216974.48,216974.48
592,592,592,22,1.0,197284.85,197284.85
593,593,593,35,1.0,223551.75,223551.75
594,594,594,28,1.0,190463.59,190463.59
595,595,595,31,1.0,312169.75,312169.75
596,596,596,36,5.0,165420.38,827101.9
597,597,597,3,2.0,154699.55,309399.1
598,598,598,6,3.0,181140.15,543420.45
599,599,599,32,1.0,273427.62,273427.62
600,600,600,13,1.0,225279.97,225279.97
601,601,601,23,4.0,178337.73,713350.92
602,602,602,39,3.0,257346.33,772038.99
603,603,603,32,5.0,240936.8,1204684.0
604,604,604,26,2.0,188785.9,377571.8
605,605,605,5,4.0,248802.19,995208.76
606,606,606,39,4.0,257512.13,1030048.52
607,607,607,40,3.0,284252.7,852758.1
608,608,608,1,4.0,405370.92,1621483.68
609,609,609,31,2.0,297150.12,594300.24
610,610,610,13,3.0,223789.5,671368.5
611,611,611,30,1.0,223460.57,223460.57
612,612,612,12,1.0,165335.08,165335.08
613,613,613,33,1.0,330592.64,330592.64
614,614,614,33,2.0,342785.67,685571.34
615,615,615,35,1.0,234926.88,234926.88
616,616,616,30,2.0,234365.78,468731.56
617,617,617,30,1.0,261132.74,261132.74
618,618,618,4,2.0,177162.21,354324.42
619,619,619,20,4.0,243531.84,974127.36
620,620,620,27,4.0,204589.8,818359.2
621,621,621,6,3.0,160824.78,482474.34
622,622,622,40,4.0,244443.38,977773.52
623,623,623,20,4.0,239722.63,958890.52
624,624,624,31,2.0,307149.51,614299.02
625,625,625,15,5.0,238937.97,1194689.85
626,626,626,28,1.0,195645.14,195645.14
627,627,627,11,1.0,179082.41,179082.41
628,628,628,11,4.0,166150.8,664603.2
629,629,629,40,5.0,246834.41,1234172.05
