payment_allocation_id,payment_id,invoice_id,allocated_amount
427,427,482,404291.75
428,428,483,131491.01
429,429,484,505800.58
430,430,485,87867.98
431,431,487,864446.94
432,432,488,249510.7
433,433,489,544448.18
434,434,490,190767.55
435,435,491,1630296.28
436,436,492,1026283.59
437,437,493,251896.83
438,438,494,279295.26
439,439,495,315328.3
440,440,496,513940.0
441,441,497,252759.44
442,442,499,139993.56
443,443,500,227924.64
444,444,501,170217.67
445,445,502,756281.19
446,446,503,545966.56
447,447,504,242414.88
448,448,505,527634.69
449,449,506,606049.35
450,450,507,166526.43
451,451,508,329657.28
452,452,509,99032.08
453,453,510,534329.6
454,454,511,261653.41
455,455,513,370392.56
456,456,514,228366.71
457,457,515,367127.06
458,458,516,226675.44
459,459,517,301541.02
460,460,518,507894.7
461,461,519,896573.85
462,462,520,131368.75
463,463,521,293445.56
464,464,522,193241.19
465,465,523,488663.73
466,466,524,95840.3
467,467,527,270542.32
468,468,528,528899.16
469,469,529,656167.44
470,470,530,81096.11
471,471,531,814916.28
472,472,532,713737.65
473,473,533,613089.6
474,474,534,556350.45
475,475,535,81182.82
476,476,536,1076063.7
477,477,537,1186018.64
478,478,538,268361.88
479,479,539,244367.54
480,480,540,348702.52
481,481,541,186160.98
482,482,542,249852.79
483,483,543,191252.95
484,484,544,396211.72
485,485,545,216974.48
486,486,547,223551.75
487,487,548,95231.8
488,488,549,156084.88
489,489,550,154699.55
490,490,551,543420.45
491,491,552,273427.62
492,492,553,225279.97
493,493,554,713350.92
494,494,555,772038.99
495,495,556,1204684.0
496,496,557,188785.9
497,497,558,995208.76
498,498,559,1030048.52
499,499,560,852758.1
500,500,561,594300.24
501,501,562,537094.8
502,502,563,223460.57
503,503,564,165335.08
504,504,565,165296.32
505,505,567,234926.88
506,506,568,468731.56
507,507,569,261132.74
508,508,570,354324.42
509,509,571,974127.36
510,510,572,654687.36
511,511,573,482474.34
512,512,574,977773.52
513,513,575,958890.52
514,514,576,614299.02
515,515,578,195645.14
516,516,579,179082.41
517,517,580,664603.2
518,518,581,987337.64
519,519,582,202074.43
520,520,583,140499.97
521,521,584,197711.97
522,522,585,497614.56
523,523,586,973839.28
524,524,587,210232.14
525,525,588,767910.45
526,526,589,106361.64
527,527,590,304188.09
528,528,591,335653.54
529,529,592,804192.85
530,530,593,976067.08
531,531,595,159242.26
532,532,596,935346.72
533,533,597,466464.62
534,534,598,659506.35
535,535,599,239946.98
536,536,601,613562.94
537,537,603,734740.67
538,538,604,641261.7
539,539,605,332767.14
540,540,606,252414.43
541,541,607,996393.68
542,542,608,214974.61
543,543,609,503544.5
544,544,610,591574.05
545,545,611,556904.8
546,546,612,260648.18
547,547,613,257665.63
548,548,614,175721.77
549,549,615,487978.14
550,550,616,379628.4
551,551,617,318605.9
552,552,618,664681.08
553,553,619,523109.38
554,554,620,822555.46
555,555,621,654098.1
556,556,622,197388.34
557,557,623,168163.87
558,558,624,337593.36
559,559,625,1962016.95
560,560,626,202937.94
561,561,627,905694.65
562,562,628,214026.14
563,563,629,166643.19
564,564,630,563298.33
565,565,631,234854.57
566,566,632,173890.36
567,567,633,237541.92
568,568,634,174815.62
569,569,635,186682.11
570,570,636,170273.41
571,571,637,218978.64
572,572,638,157386.66
573,573,639,1248406.6
574,574,640,331127.22
575,575,641,474633.04
576,576,642,400162.48
577,577,643,562789.15
578,578,644,1092292.12
579,579,645,164791.68
580,580,646,643539.18
581,581,647,218278.8
582,582,648,687332.28
583,583,649,527891.44
584,584,650,256134.28
585,585,651,847478.22
586,586,652,157139.19
587,587,653,428500.02
588,588,655,220949.14
589,589,656,263985.94
590,590,657,415331.07
591,591,658,260047.94
592,592,659,840166.05
593,593,660,344620.75
594,594,661,584472.58
595,595,662,811407.5
596,596,663,344633.84
597,597,664,477266.1
598,598,665,717680.88
599,599,666,935369.88
600,600,667,117821.3
601,601,668,192273.41
602,602,670,625587.38
603,603,671,910395.75
604,604,672,408926.81
605,605,673,1296412.62
606,606,674,114214.37
607,607,675,291839.35
608,608,677,110855.44
609,609,678,411047.46
610,610,679,406269.92
611,611,680,364150.5
612,612,681,252661.0
613,613,682,72727.34
614,614,684,593617.65
615,615,686,190619.06
616,616,687,175075.93
617,617,688,367098.98
618,618,689,240037.18
619,619,690,561001.23
620,620,691,177707.11
621,621,692,157958.99
622,622,693,717346.32
623,623,694,1454308.75
624,624,695,470450.46
625,625,696,316837.54
626,626,698,271974.76
627,627,699,837529.8
628,628,700,118253.24
629,629,702,122871.16
630,630,703,347761.04
631,631,704,817741.5
632,632,705,182622.22
633,633,706,346398.64
634,634,707,142712.23
635,635,709,257115.12
636,636,710,218182.83
637,637,711,714285.3
638,638,712,1303071.05
639,639,713,435822.58
640,640,714,188629.5
641,641,715,252147.78
642,642,716,287814.4
643,643,717,478414.8
644,644,718,181094.02
645,645,719,621716.86
646,646,721,239421.54
647,647,722,218884.01
648,648,723,195775.94
649,649,724,345421.66
650,650,725,951820.88
651,651,726,389156.02
652,652,727,57990.1
653,653,728,1180873.55
654,654,729,593958.98
655,655,730,131203.15
656,656,731,429725.7
657,657,732,1233014.31
658,658,733,638125.85
659,659,736,168656.96
660,660,737,276087.36
661,661,738,403247.76
662,662,739,529074.64
663,663,740,234700.06
664,664,741,686576.28
665,665,742,349355.28
666,666,743,148345.89
667,667,744,208312.8
668,668,745,1819461.0
669,669,746,608359.26
670,670,747,571132.86
671,671,749,1204540.9
672,672,750,1149170.45
673,673,751,607206.0
674,674,753,1236425.55
675,675,755,231780.66
676,676,756,864332.24
677,677,757,310987.18
678,678,758,859933.12
679,679,760,484829.36
680,680,761,703773.04
681,681,762,291763.8
682,682,763,913148.3
683,683,764,518718.36
684,684,765,184420.58
685,685,766,1055165.75
686,686,767,118705.16
687,687,768,619944.96
688,688,769,681820.86
689,689,770,219807.62
690,690,771,563626.77
691,691,772,214846.47
692,692,773,160341.76
693,693,774,528250.68
694,694,775,618067.74
695,695,776,144249.4
696,696,777,1156557.84
697,697,778,1188775.16
698,698,779,673585.52
699,699,780,114943.48
700,700,781,168398.46
701,701,782,310304.63
702,702,783,707749.92
703,703,784,242280.2
704,704,785,381245.97
705,705,786,209673.16
706,706,787,538923.06
707,707,788,613289.4
708,708,789,497056.06
709,709,790,1486017.2
710,710,791,552785.94
711,711,792,261109.89
712,712,793,494711.54
713,713,794,181070.9
714,714,795,306408.07
715,715,796,474214.88
716,716,797,232014.44
717,717,798,357101.43
718,718,799,265860.85
719,719,801,355421.94
720,720,802,182060.13
721,721,803,321769.52
722,722,804,737986.68
723,723,805,169864.65
724,724,806,206975.39
725,725,807,175149.88
726,726,808,301063.79
727,727,809,583766.44
728,728,810,157377.82
729,729,811,326014.92
730,730,812,226074.39
731,731,813,703987.52
732,732,814,210000.78
733,733,815,931629.65
734,734,816,475504.46
735,735,817,370570.76
736,736,818,145458.06
737,737,819,1177417.8
738,738,820,182104.67
739,739,821,348967.46
740,740,823,183652.74
741,741,824,288735.0
742,742,825,207427.19
743,743,826,200891.04
744,744,827,1032376.4
745,745,828,396707.06
746,746,829,79871.41
747,747,830,344343.52
748,748,831,391626.44
749,749,832,183633.06
750,750,833,392086.96
751,751,834,227030.63
752,752,835,1019066.92
753,753,836,1059842.34
754,754,837,819707.6
755,755,838,144519.59
756,756,839,365307.3
757,757,840,793052.3
758,758,842,1967460.3
759,759,843,825018.84
760,760,844,1030547.65
761,761,845,240728.45
762,762,846,774455.92
763,763,847,798560.4
764,764,848,340415.01
765,765,849,541680.27
766,766,850,283357.43
767,767,851,937795.28
768,768,852,512772.57
769,769,853,124053.62
770,770,854,180000.85
771,771,855,420106.54
772,772,856,408423.86
773,773,857,171562.31
774,774,858,244645.33
775,775,859,1115816.05
776,776,860,177981.83
777,777,861,203035.46
778,778,862,110414.86
779,779,863,231327.05
780,780,864,485262.2
781,781,865,1054467.25
782,782,866,135911.7
783,783,867,824927.92
784,784,868,951291.25
785,785,869,203958.45
786,786,870,1385311.15
787,787,871,161236.3
788,788,872,158000.73
789,789,873,653104.88
790,790,874,549086.56
791,791,875,181982.74
792,792,876,144190.02
793,793,877,280518.98
794,794,878,415578.22
795,795,879,947576.35
796,796,880,1574039.9
797,797,881,1584052.32
798,798,882,631199.76
799,799,883,731739.96
800,800,884,233891.98
801,801,885,307424.52
802,802,886,442302.56
803,803,887,523577.08
804,804,888,727152.87
805,805,889,340443.95
806,806,890,904974.8
807,807,891,456741.52
808,808,892,341030.73
809,809,894,401391.55
810,810,896,174740.79
811,811,897,181641.2
812,812,898,773565.99
813,813,899,406896.72
814,814,900,271275.68
815,815,901,240897.35
816,816,902,584783.88
817,817,903,116831.17
818,818,904,373442.78
819,819,905,207488.93
820,820,906,305507.24
821,821,907,1176666.45
822,822,908,1162792.83
823,823,909,235542.56
824,824,910,856555.71
825,825,911,127151.98
826,826,912,712893.12
827,827,913,670319.04
828,828,914,888783.54
829,829,915,1235412.05
830,830,916,165359.63
831,831,917,116412.64
832,832,918,1051585.4
833,833,920,376833.12
834,834,921,189080.68
835,835,923,1391489.4
836,836,925,610296.3
837,837,926,211433.47
838,838,927,356409.87
839,839,928,196576.74
840,840,929,526410.62
841,841,931,1025873.96
842,842,932,272848.07
843,843,933,925693.7
844,844,934,756150.58
845,845,935,304826.99
846,846,938,451892.82
847,847,939,329028.16
848,848,940,711952.84
849,849,941,165754.8
850,850,942,797740.18
851,851,943,303309.95
852,852,944,496208.97
853,853,945,188289.34
854,854,946,103938.21
855,855,947,933285.3
856,856,948,738454.68
857,857,949,192276.06
858,858,950,145889.94
859,859,951,979886.12
860,860,953,329657.72
861,861,954,324594.2
862,862,955,483821.24
863,863,956,384898.56
864,864,957,316558.78
865,865,958,197293.19
866,866,959,333381.56
867,867,960,1289275.8
868,868,961,153880.95
869,869,962,1227560.5
870,870,963,77562.09
871,871,964,314086.9
872,872,965,142346.64
873,873,966,463779.92
874,874,967,210357.04
875,875,968,464879.22
876,876,969,288736.44
877,877,970,285816.71
878,878,971,280787.38
879,879,972,167788.21
880,880,973,129429.66
881,881,974,174746.74
882,882,976,381810.62
883,883,977,317585.68
884,884,978,584686.4
885,885,979,237744.09
886,886,980,259657.43
887,887,981,930999.36
888,888,982,240247.75
889,889,983,251858.03
890,890,984,221904.8
891,891,985,255285.27
892,892,986,112373.59
893,893,987,400298.13
894,894,989,425679.7
895,895,990,884884.45
896,896,991,161808.08
897,897,992,364921.8
898,898,993,968300.5
899,899,994,737272.96
900,900,995,341311.34
901,901,996,963027.8
902,902,997,449575.56
903,903,998,347649.66
904,904,999,238650.66
905,905,1000,1495701.84
906,906,1002,264097.04
907,907,1003,457199.16
908,908,1004,407508.76
909,909,1005,197089.5
910,910,1007,1039930.08
911,911,1008,192101.44
912,912,1009,155206.81
913,913,1011,476414.66
914,914,1012,2090445.95
915,915,1013,115273.92
916,916,1014,402829.76
917,917,1015,743628.72
918,918,1016,102444.24
919,919,1017,387653.15
920,920,1018,137444.86
921,921,1020,848957.08
922,922,1021,228988.62
923,923,1022,611862.65
924,924,1023,219201.4
925,925,1024,369244.0
926,926,1025,165933.74
927,927,1026,768735.48
928,928,1027,125816.92
929,929,1028,202001.5
930,930,1029,769032.24
931,931,1030,211112.51
932,932,1031,245304.8
933,933,1032,225621.51
934,934,1033,638273.2
935,935,1034,864651.32
936,936,1035,701585.64
937,937,1036,508967.7
938,938,1037,801858.09
939,939,1038,212482.89
940,940,1039,605067.08
941,941,1040,372205.34
942,942,1041,144825.98
943,943,1042,112811.24
944,944,1043,514349.82
945,945,1044,589506.04
946,946,1045,210296.57
947,947,1046,769606.12
948,948,1047,167585.27
949,949,1048,274113.5
950,950,1049,156075.17
951,951,1050,241394.31
952,952,1051,256960.71
953,953,1052,556941.04
954,954,1053,747865.36
955,955,1054,187733.85
956,956,1055,709792.41
957,957,1056,239399.98
958,958,1057,435392.7
959,959,1059,709640.54
960,960,1060,308151.88
961,961,1061,218306.34
962,962,1062,1062482.84
963,963,1063,328162.69
964,964,1064,100825.08
965,965,1065,339173.66
966,966,1066,153039.55
967,967,1067,82662.27
968,968,1068,543953.49
969,969,1069,170235.76
970,970,1070,193702.66
971,971,1071,274893.39
972,972,1072,258518.46
973,973,1073,591836.6
974,974,1074,574771.24
975,975,1075,208478.65
976,976,1076,661562.94
977,977,1077,1103940.48
978,978,1078,607470.22
979,979,1079,922904.4
980,980,1080,709986.64
981,981,1081,205517.85
982,982,1083,410388.2
983,983,1084,179604.65
984,984,1085,228854.66
985,985,1086,507375.94
986,986,1087,1121932.72
987,987,1088,294661.05
988,988,1089,871021.8
989,989,1090,309743.89
990,990,1091,1013706.3
991,991,1092,381958.88
992,992,1093,883969.28
993,993,1094,146463.72
994,994,1096,797459.67
995,995,1097,515269.6
996,996,1100,311987.14
997,997,1101,191157.19
998,998,1102,636189.27
999,999,1103,679528.0
1000,1000,1104,97886.66
1001,1001,1105,184198.12
1002,1002,1106,284729.56
1003,1003,1107,297269.87
1004,1004,1108,238703.3
1005,1005,1109,192976.36
1006,1006,1110,119600.33
1007,1007,1111,216599.0
1008,1008,1113,291853.17
1009,1009,1115,942394.68
1010,1010,1116,217029.5
1011,1011,1118,427360.32
1012,1012,1119,1116039.65
1013,1013,1120,558258.9
1014,1014,1121,549320.91
1015,1015,1123,428393.7
1016,1016,1124,957902.97
1017,1017,1125,247224.71
1018,1018,1126,768037.95
1019,1019,1127,580298.19
1020,1020,1128,159292.14
1021,1021,1129,801021.54
1022,1022,1130,269565.91
1023,1023,1131,546138.12
1024,1024,1132,759944.46
1025,1025,1133,956270.64
1026,1026,1135,332824.86
1027,1027,1136,268020.81
1028,1028,1137,783410.65
1029,1029,1138,518379.1
1030,1030,1139,1269429.05
1031,1031,1140,237067.07
1032,1032,1141,468369.7
1033,1033,1142,436470.99
1034,1034,1143,419991.06
1035,1035,1144,580874.5
1036,1036,1145,182604.76
1037,1037,1146,544019.47
1038,1038,1147,912328.15
1039,1039,1148,300014.53
1040,1040,1149,164646.38
1041,1041,1150,406398.87
1042,1042,1151,183277.02
1043,1043,1152,252895.12
1044,1044,1153,682610.2
1045,1045,1154,186124.47
1046,1046,1155,982080.36
1047,1047,1156,1271696.35
1048,1048,1157,364348.21
1049,1049,1158,1118877.03
1050,1050,1159,1331989.5
1051,1051,1160,186422.84
1052,1052,1161,239393.51
1053,1053,1162,148541.85
1054,1054,1163,329476.86
1055,1055,1164,290835.04
1056,1056,1165,355773.2
1057,1057,1166,175537.84
1058,1058,1167,383244.4
1059,1059,1168,199407.09
1060,1060,1169,634456.78
1061,1061,1170,90339.4
1062,1062,1171,165274.52
1063,1063,1172,342114.82
1064,1064,1174,809557.47
1065,1065,1175,1212791.5
1066,1066,1176,447959.64
1067,1067,1177,654040.74
1068,1068,1178,150928.02
1069,1069,1179,260716.73
1070,1070,1180,535505.23
1071,1071,1181,279719.89
1072,1072,1182,333436.94
1073,1073,1183,288724.29
1074,1074,1184,382562.48
1075,1075,1185,739992.24
1076,1076,1186,492769.9
1077,1077,1187,174339.09
1078,1078,1188,678886.32
1079,1079,1189,257891.69
1080,1080,1190,78751.05
1081,1081,1191,452219.44
1082,1082,1192,651360.03
1083,1083,1193,962003.95
1084,1084,1194,588756.48
1085,1085,1195,293241.89
1086,1086,1196,195548.52
1087,1087,1197,705399.06
1088,1088,1198,282980.8
1089,1089,1199,273919.67
1090,1090,1200,352323.02
1091,1091,1201,551092.2
1092,1092,1202,564806.14
1093,1093,1203,417389.53
1094,1094,1204,1349792.04
1095,1095,1205,763434.03
1096,1096,1206,655092.2
1097,1097,1207,155983.37
1098,1098,1208,363785.66
1099,1099,1209,720040.67
1100,1100,1210,155821.09
1101,1101,1211,209950.36
1102,1102,1213,442657.26
1103,1103,1215,1058811.28
1104,1104,1216,341042.9
1105,1105,1217,245095.82
1106,1106,1218,397276.88
1107,1107,1219,237049.55
1108,1108,1220,179382.1
1109,1109,1221,227649.04
1110,1110,1222,389505.4
1111,1111,1223,346125.92
1112,1112,1224,246084.19
1113,1113,1225,223195.8
1114,1114,1226,641963.3
1115,1115,1228,189104.84
1116,1116,1229,910602.55
1117,1117,1230,989415.55
1118,1118,1231,544596.18
1119,1119,1232,207732.13
1120,1120,1233,272600.65
1121,1121,1234,935179.0
1122,1122,1235,337323.26
1123,1123,1236,588764.07
1124,1124,1237,364826.1
1125,1125,1238,134182.15
1126,1126,1239,1952761.85
1127,1127,1240,509922.3
1128,1128,1241,197241.51
1129,1129,1242,319871.14
1130,1130,1243,913850.8
1131,1131,1244,565158.3
1132,1132,1245,237635.07
1133,1133,1246,717362.88
1134,1134,1247,224459.1
1135,1135,1248,185279.57
1136,1136,1249,807682.9
1137,1137,1250,242886.99
1138,1138,1251,393975.3
1139,1139,1252,509773.4
1140,1140,1253,215214.34
1141,1141,1254,150356.87
1142,1142,1255,181804.45
1143,1143,1256,245311.38
1144,1144,1257,882697.75
1145,1145,1258,834720.5
1146,1146,1259,415860.76
1147,1147,1260,502613.61
1148,1148,1261,791730.66
1149,1149,1262,1258887.0
1150,1150,1263,383735.46
1151,1151,1264,228045.86
1152,1152,1266,243550.17
1153,1153,1267,649237.8
1154,1154,1268,891516.8
1155,1155,1269,652875.46
1156,1156,1270,333383.94
1157,1157,1271,254117.14
1158,1158,1272,1116063.12
1159,1159,1273,1580465.2
1160,1160,1274,540761.86
1161,1161,1275,182958.84
1162,1162,1276,900854.3
1163,1163,1277,384955.7
1164,1164,1278,334368.96
1165,1165,1279,250008.62
1166,1166,1280,256150.32
1167,1167,1281,1149254.2
1168,1168,1283,707479.24
1169,1169,1284,837029.98
1170,1170,1285,263798.67
1171,1171,1286,332978.26
1172,1172,1287,255527.21
1173,1173,1288,885112.75
1174,1174,1289,1098694.5
1175,1175,1290,427875.16
1176,1176,1291,1439497.28
1177,1177,1292,797713.76
1178,1178,1293,625905.4
1179,1179,1294,247135.26
1180,1180,1295,919571.72
1181,1181,1296,234851.09
1182,1182,1297,215348.9
1183,1183,1298,425681.02
1184,1184,1301,502470.93
1185,1185,1302,500974.9
1186,1186,1303,1489187.6
1187,1187,1305,395805.54
1188,1188,1306,885473.85
1189,1189,1307,125901.08
1190,1190,1308,205382.54
1191,1191,1309,854859.92
1192,1192,1310,213699.64
1193,1193,1311,158238.26
1194,1194,1313,721428.08
1195,1195,1314,184317.28
